"","Species","Phylum","Class"
"41598","Crybelocephalus megalurus","Arthropoda","Malacostraca"
"41599","Temoropia minor","Arthropoda","Copepoda"
"41600","Plocamopherus maderae","Mollusca","Gastropoda"
"41601","Cytherella serratula","Arthropoda","Ostracoda"
"41602","Eustomias contiguus","Chordata","Teleostei"
"41603","Belonectes parvus","Arthropoda","Malacostraca"
"41604","Polycarpa biscayensis","Chordata","Ascidiacea"
"41605","Eugerda tenuimana","Arthropoda","Malacostraca"
"41606","Pseudoscopelus astronesthidens","Chordata","Teleostei"
"41607","Themistella","Arthropoda","Malacostraca"
"41608","Eugyra glutinans","Chordata","Ascidiacea"
"41609","Laetmogone violacea","Echinodermata","Holothuroidea"
"41610","Lateothela","Cnidaria","Anthozoa"
"41611","Candacia norvegica norvegica","Arthropoda","Copepoda"
"41612","Rhamphostomella bilaminata","Bryozoa","Gymnolaemata"
"41613","Dicentrarchus punctatus","Chordata","Teleostei"
"41614","Bathypallenopsis tritonis","Arthropoda","Pycnogonida"
"41615","Nephasoma (Nephasoma) abyssorum abyssorum","Annelida",NA
"41616","Yoldiella incala","Mollusca","Bivalvia"
"41617","Normichthys","Chordata","Teleostei"
"41618","Ophryotrocha obtusa","Annelida","Polychaeta"
"41619","Agathotoma ecthymata","Mollusca","Gastropoda"
"41620","Jassa herdmani","Arthropoda","Malacostraca"
"41621","Leptognathia zezinae","Arthropoda","Malacostraca"
"41622","Levensteiniella iris","Annelida","Polychaeta"
"41623","Polygordius jouinae","Annelida","Polychaeta"
"41624","Sertularia latiuscula","Cnidaria","Hydrozoa"
"41625","Leptasterias austera","Echinodermata","Asteroidea"
"41626","Laeviphitus desbruyeresi","Mollusca","Gastropoda"
"41627","Eucalanus bungii","Arthropoda","Copepoda"
"41628","Nodastrella","Porifera","Hexactinellida"
"41629","Pseudoflustra","Bryozoa","Gymnolaemata"
"41630","Bassia","Cnidaria","Hydrozoa"
"41631","Thyasira elliptica","Mollusca","Bivalvia"
"41632","Porella reduplicata","Bryozoa","Gymnolaemata"
"41633","Dacrygorgia albatrossi","Cnidaria","Anthozoa"
"41634","Parasterope muelleri","Arthropoda","Ostracoda"
"41635","Pione","Porifera","Demospongiae"
"41636","Balbidocolon atlanticum","Arthropoda","Malacostraca"
"41637","Lernaeenicus radiatus","Arthropoda","Copepoda"
"41638","Metridia pacifica","Arthropoda","Copepoda"
"41639","Xestoleberis lenae","Arthropoda","Ostracoda"
"41640","Gangamocytheridea","Arthropoda","Ostracoda"
"41641","Paracallisoma idioxenos","Arthropoda","Malacostraca"
"41642","Haliotis tuberculata coccinea","Mollusca","Gastropoda"
"41643","Haploniscus antarcticus","Arthropoda","Malacostraca"
"41644","Halcampidae","Cnidaria","Anthozoa"
"41645","Galeus atlanticus","Chordata","Elasmobranchii"
"41646","Eurycope inermis","Arthropoda","Malacostraca"
"41647","Anabathron ascensum","Mollusca","Gastropoda"
"41648","Lepechinella arctica","Arthropoda","Malacostraca"
"41649","Campylaspis verrucosa","Arthropoda","Malacostraca"
"41650","Laemonema robustum","Chordata","Teleostei"
"41651","Cadulus subfusiformis","Mollusca","Scaphopoda"
"41652","Calappa granulata","Arthropoda","Malacostraca"
"41653","Kaiparapelta askewi","Mollusca","Gastropoda"
"41654","Pseudomedaeus","Arthropoda","Malacostraca"
"41655","Brachioteuthis beanii","Mollusca","Cephalopoda"
"41656","Heterokrohnia davidi","Chaetognatha","Sagittoidea"
"41657","Lophodolos","Chordata","Teleostei"
"41658","Curtitoma decussata","Mollusca","Gastropoda"
"41659","Conocara nigrum","Chordata","Teleostei"
"41660","Exallopus blakei","Annelida","Polychaeta"
"41661","Amphianthus bathybium","Cnidaria","Anthozoa"
"41662","Torellia delicata","Mollusca","Gastropoda"
"41663","Cadulus propinquus","Mollusca","Scaphopoda"
"41664","Ophiolepis affinis","Echinodermata","Ophiuroidea"
"41665","Flabellum (Flabellum) pavoninum","Cnidaria","Anthozoa"
"41666","Eurycope complanata","Arthropoda","Malacostraca"
"41667","Brada inhabilis","Annelida","Polychaeta"
"41668","Metagathotanais insulcatus","Arthropoda","Malacostraca"
"41669","Nanocassiope melanodactylus","Arthropoda","Malacostraca"
"41670","Schizophytum echinatum","Cnidaria","Anthozoa"
"41671","Dentimargo redferni","Mollusca","Gastropoda"
"41672","Atelecyclus undecimdentatus","Arthropoda","Malacostraca"
"41673","Theta vayssierei","Mollusca","Gastropoda"
"41674","Stegophiura macrarthra","Echinodermata","Ophiuroidea"
"41675","Varohios","Arthropoda","Malacostraca"
"41676","Halirages fulvocinctus","Arthropoda","Malacostraca"
"41677","Messinella guanajayensis","Arthropoda","Ostracoda"
"41678","Leviapseudes hanseni","Arthropoda","Malacostraca"
"41679","Periclimenes sagittifer","Arthropoda","Malacostraca"
"41680","Chlopsis","Chordata","Teleostei"
"41681","Entalina tetragona","Mollusca","Scaphopoda"
"41682","Tricoma (Quadricoma) brevichaeta","Nematoda","Chromadorea"
"41683","Corallimorphus ingens","Cnidaria","Anthozoa"
"41684","Periclimenes wirtzi","Arthropoda","Malacostraca"
"41685","Neotanais peculiaris","Arthropoda","Malacostraca"
"41686","Grippina","Mollusca","Bivalvia"
"41687","Gnathophyllum elegans","Arthropoda","Malacostraca"
"41688","Calathura","Arthropoda","Malacostraca"
"41689","Eulimella polita","Mollusca","Gastropoda"
"41690","Eucalathis tuberata","Brachiopoda","Rhynchonellata"
"41691","Wemersoniella turnerae","Mollusca","Scaphopoda"
"41692","Oncaea mediterranea mediterranea","Arthropoda","Copepoda"
"41693","Hemilamprops normani","Arthropoda","Malacostraca"
"41694","Eucalathis ergastica","Brachiopoda","Rhynchonellata"
"41695","Paramicrolaimus","Nematoda","Chromadorea"
"41696","Cladocarpus grandis","Cnidaria","Hydrozoa"
"41697","Ophiacantha enopla","Echinodermata","Ophiuroidea"
"41698","Pettiboneia bathyalis","Annelida","Polychaeta"
"41699","Pourtalesia aff. alcocki","Echinodermata","Echinoidea"
"41700","Elacatinus atronasus","Chordata","Teleostei"
"41701","Nannolaimus","Nematoda","Chromadorea"
"41702","Nannoniscus oblongus","Arthropoda","Malacostraca"
"41703","Echinozone arctica","Arthropoda","Malacostraca"
"41704","Nectactis singularis","Cnidaria","Anthozoa"
"41705","Asajirus ledanoisi","Chordata","Ascidiacea"
"41706","Procampylaspis inermis","Arthropoda","Malacostraca"
"41707","Leptosomatinae","Nematoda","Enoplea"
"41708","Plutonaster agassizi notatus","Echinodermata","Asteroidea"
"41709","Barentsia major","Entoprocta",NA
"41710","Spelaeoecia barri","Arthropoda","Ostracoda"
"41711","Parastenella","Cnidaria","Anthozoa"
"41712","Eustomias radicifilis","Chordata","Teleostei"
"41713","Synapta","Echinodermata","Holothuroidea"
"41714","Coccorella","Chordata","Teleostei"
"41715","Eunice prognatha","Annelida","Polychaeta"
"41716","Undinella oblonga","Arthropoda","Copepoda"
"41717","Autolytus ornatus","Annelida","Polychaeta"
"41718","Felimida purpurea","Mollusca","Gastropoda"
"41719","Leucon (Crymoleucon) noerrevangi","Arthropoda","Malacostraca"
"41720","Malacanthura truncata","Arthropoda","Malacostraca"
"41721","Metacomesoma","Nematoda","Chromadorea"
"41722","Fontitrygon margaritella","Chordata","Elasmobranchii"
"41723","Dorylaimopsis","Nematoda","Chromadorea"
"41724","Atlantidrilus vulnus","Annelida","Clitellata"
"41725","Spiomenia spiculata","Mollusca","Solenogastres"
"41726","Exogone furcigera","Annelida","Polychaeta"
"41727","Laonice asaccata","Annelida","Polychaeta"
"41728","Cnemidocarpa bathyphila","Chordata","Ascidiacea"
"41729","Rhombobythere","Arthropoda","Ostracoda"
"41730","Plotocnide borealis","Cnidaria","Hydrozoa"
"41731","Peniagone longipapillata","Echinodermata","Holothuroidea"
"41732","Placogorgia coronata","Cnidaria","Anthozoa"
"41733","Bradfordiella fowleri","Arthropoda","Copepoda"
"41734","Calyptrophora gerdae","Cnidaria","Anthozoa"
"41735","Neopetitia","Annelida","Polychaeta"
"41736","Katerythrops","Arthropoda","Malacostraca"
"41737","Jasmineira bermudensis","Annelida","Polychaeta"
"41738","Ophryotrocha bifida","Annelida","Polychaeta"
"41739","Ancorabolina belgicae","Arthropoda","Copepoda"
"41740","Granoturris padolina","Mollusca","Gastropoda"
"41741","Juryoecia abyssalis","Arthropoda","Ostracoda"
"41742","Caecognathia cerina","Arthropoda","Malacostraca"
"41743","Pontostratiotes abyssicola","Arthropoda","Copepoda"
"41744","Thenea levis","Porifera","Demospongiae"
"41745","Torquella grandis","Arthropoda","Malacostraca"
"41746","Melinnampharete gracilis","Annelida","Polychaeta"
"41747","Diplodus bermudensis","Chordata","Teleostei"
"41748","Styracaster armatus","Echinodermata","Asteroidea"
"41749","Alcyonium acaule","Cnidaria","Anthozoa"
"41750","Physiculus sudanensis","Chordata","Teleostei"
"41751","Agrenocythere","Arthropoda","Ostracoda"
"41752","Cryptopsaras","Chordata","Teleostei"
"41753","Nygmatonchus","Nematoda","Chromadorea"
"41754","Horologica","Mollusca","Gastropoda"
"41755","Campylaspis vitrea","Arthropoda","Malacostraca"
"41756","Sebastidae","Chordata","Teleostei"
"41757","Caprella unica","Arthropoda","Malacostraca"
"41758","Gnathophis tritos","Chordata","Teleostei"
"41759","Diastyloides scaber","Arthropoda","Malacostraca"
"41760","Paedoclione doliiformis","Mollusca","Gastropoda"
"41761","Nessorhamphus danae","Chordata","Teleostei"
"41762","Pagodula abyssorum","Mollusca","Gastropoda"
"41763","Daontesia porcupina","Cnidaria","Anthozoa"
"41764","Catherinum recurvitergum","Arthropoda","Thecostraca"
"41765","Leptostylis ampullacea","Arthropoda","Malacostraca"
"41766","Archiconchoecerra longiseta","Arthropoda","Ostracoda"
"41767","Pseudochondracanthus diceraus","Arthropoda","Copepoda"
"41768","Anax junius","Arthropoda","Hexapoda"
"41769","Trochochaeta watsoni","Annelida","Polychaeta"
"41770","Gracilimesus insignis","Arthropoda","Malacostraca"
"41771","Ophryotrocha maciolekae","Annelida","Polychaeta"
"41772","Peniagone marecoi","Echinodermata","Holothuroidea"
"41773","Microgloma turnerae","Mollusca","Bivalvia"
"41774","Virididentex acromegalus","Chordata","Teleostei"
"41775","Epitonium turritellula","Mollusca","Gastropoda"
"41776","Urothoe pulchella","Arthropoda","Malacostraca"
"41777","Eugerdella pugilator","Arthropoda","Malacostraca"
"41778","Gattyana","Annelida","Polychaeta"
"41779","Amphiblestrum osburni","Bryozoa","Gymnolaemata"
"41780","Tanaella unguicillata","Arthropoda","Malacostraca"
"41781","Iphinopsis alba","Mollusca","Gastropoda"
"41782","Eretmichthys","Chordata","Teleostei"
"41783","Anobothrus laubieri","Annelida","Polychaeta"
"41784","Lamprops fuscatus","Arthropoda","Malacostraca"
"41785","Yoldiella propinqua","Mollusca","Bivalvia"
"41786","Spinocalanus angusticeps","Arthropoda","Copepoda"
"41787","Archiconchoecia cucullata","Arthropoda","Ostracoda"
"41788","Lapinura divae","Mollusca","Gastropoda"
"41789","Ophiacantha densa","Echinodermata","Ophiuroidea"
"41790","Curtitoma incisula","Mollusca","Gastropoda"
"41791","Boreotrophon dabneyi","Mollusca","Gastropoda"
"41792","Leptopsammia chevalieri","Cnidaria","Anthozoa"
"41793","Eunice nicidioformis","Annelida","Polychaeta"
"41794","Pseudharpinia brevirostris","Arthropoda","Malacostraca"
"41795","Lepidotrigla dieuzeidei","Chordata","Teleostei"
"41796","Pleurocorallium johnsoni","Cnidaria","Anthozoa"
"41797","Haliragoides inermis","Arthropoda","Malacostraca"
"41798","Pareugyrioides chardyi","Chordata","Ascidiacea"
"41799","Conchoecilla daphnoides minor","Arthropoda","Ostracoda"
"41800","Echinoderes coulli","Kinorhyncha","Cyclorhagida"
"41801","Notodiaphana atlantica","Mollusca","Gastropoda"
"41802","Nakamigawaia felis","Mollusca","Gastropoda"
"41803","Zonotrichia albicollis","Chordata","Aves"
"41804","Parerythrops spectabilis","Arthropoda","Malacostraca"
"41805","Eustomias furcifer","Chordata","Teleostei"
"41806","Haploops robusta","Arthropoda","Malacostraca"
"41807","Caecognathia abyssorum","Arthropoda","Malacostraca"
"41808","Chrysogorgia quadruplex","Cnidaria","Anthozoa"
"41809","Archinome","Annelida","Polychaeta"
"41810","Escharella octodentata","Bryozoa","Gymnolaemata"
"41811","Psednos","Chordata","Teleostei"
"41812","Chauliopleona armata","Arthropoda","Malacostraca"
"41813","Ledella galatheae","Mollusca","Bivalvia"
"41814","Liponema multicorne","Cnidaria","Anthozoa"
"41815","Conus cuneolus","Mollusca","Gastropoda"
"41816","Onisimus","Arthropoda","Malacostraca"
"41817","Longithorax","Arthropoda","Malacostraca"
"41818","Ascorhynchus armatus","Arthropoda","Pycnogonida"
"41819","Pisolamia brychia","Mollusca","Gastropoda"
"41820","Skenea basistriata","Mollusca","Gastropoda"
"41821","Cetomya neaeroides","Mollusca","Bivalvia"
"41822","Cricohalalaimus","Nematoda","Enoplea"
"41823","Haploniscus ingolfi","Arthropoda","Malacostraca"
"41824","Abyssidrilus profundus","Annelida","Clitellata"
"41825","Idiacanthinae","Chordata","Teleostei"
"41826","Fusinus meteoris","Mollusca","Gastropoda"
"41827","Pleuronectes putnami","Chordata","Teleostei"
"41828","Chiridius obtusifrons","Arthropoda","Copepoda"
"41829","Mirocaris","Arthropoda","Malacostraca"
"41830","Phakellia robusta","Porifera","Demospongiae"
"41831","Chelon bispinosus","Chordata","Teleostei"
"41832","Molothrus ater","Chordata","Aves"
"41833","Cnemidocarpa devia","Chordata","Ascidiacea"
"41834","Drilonereis brattstroemi","Annelida","Polychaeta"
"41835","Desmacella infundibuliformis","Porifera","Demospongiae"
"41836","Lepadidae","Arthropoda","Thecostraca"
"41837","Boreomysis incisa","Arthropoda","Malacostraca"
"41838","Typhlotanais trispinosus","Arthropoda","Malacostraca"
"41839","Gnathophausia affinis","Arthropoda","Malacostraca"
"41840","Eurypharynx","Chordata","Teleostei"
"41841","Clytia elsaeoswaldae","Cnidaria","Hydrozoa"
"41842","Ithycythara maera","Mollusca","Gastropoda"
"41843","Diastylis glabra","Arthropoda","Malacostraca"
"41844","Erythrops microps","Arthropoda","Malacostraca"
"41845","Xestoleberis communis","Arthropoda","Ostracoda"
"41846","Carpoapseudes laubieri","Arthropoda","Malacostraca"
"41847","Hypostomus ventromaculatus","Chordata","Teleostei"
"41848","Abyssocythere","Arthropoda","Ostracoda"
"41849","Kolga nana","Echinodermata","Holothuroidea"
"41850","Tricellaria gracilis","Bryozoa","Gymnolaemata"
"41851","Boreomysis nobilis","Arthropoda","Malacostraca"
"41852","Myriotrochus (Oligotrochus) clarki","Echinodermata","Holothuroidea"
"41853","Styloptocuma concinnum","Arthropoda","Malacostraca"
"41854","Bythites gerdae","Chordata","Teleostei"
"41855","Calappa nitida","Arthropoda","Malacostraca"
"41856","Isidascus bassindalei","Arthropoda","Thecostraca"
"41857","Bacescomysis atlantica","Arthropoda","Malacostraca"
"41858","Octacnemus ingolfi","Chordata","Ascidiacea"
"41859","Doryphallophora harrisoni","Arthropoda","Tantulocarida"
"41860","Eudorella aequiremis","Arthropoda","Malacostraca"
"41861","Astacidea","Arthropoda","Malacostraca"
"41862","Fissidentalium capillosum","Mollusca","Scaphopoda"
"41863","Cerataspis longiremis","Arthropoda","Malacostraca"
"41864","Haploniscus angustus","Arthropoda","Malacostraca"
"41865","Myzotheridion seguenziae","Arthropoda","Copepoda"
"41866","Buccinum scalariforme","Mollusca","Gastropoda"
"41867","Achelia scabra","Arthropoda","Pycnogonida"
"41868","Conus crotchii","Mollusca","Gastropoda"
"41869","Amallothrix timida","Arthropoda","Copepoda"
"41870","Bolteniopsis sessilis","Chordata","Ascidiacea"
"41871","Phyllodoce pettiboneae","Annelida","Polychaeta"
"41872","Fissurella mesoatlantica","Mollusca","Gastropoda"
"41873","Dolioloides rarum","Chordata","Thaliacea"
"41874","Admete contabulata","Mollusca","Gastropoda"
"41875","Spondylus senegalensis","Mollusca","Bivalvia"
"41876","Dendrotion paradoxum","Arthropoda","Malacostraca"
"41877","Myonera angularis","Mollusca","Bivalvia"
"41878","Garveia arborea","Cnidaria","Hydrozoa"
"41879","Cladocarpus septatus","Cnidaria","Hydrozoa"
"41880","Bathystyeloides dubius","Chordata","Ascidiacea"
"41881","Campylaspis rostrata","Arthropoda","Malacostraca"
"41882","Grammatostomias","Chordata","Teleostei"
"41883","Scorpaena azorica","Chordata","Teleostei"
"41884","Diastylis richardi","Arthropoda","Malacostraca"
"41885","Balssia gasti","Arthropoda","Malacostraca"
"41886","Rimipontius mediospinifer","Arthropoda","Copepoda"
"41887","Styloptocuma subductum","Arthropoda","Malacostraca"
"41888","Catanema","Nematoda","Chromadorea"
"41889","Ophiacantha brevispina","Echinodermata","Ophiuroidea"
"41890","Calyptoconcha pellucida","Mollusca","Gastropoda"
"41891","Makrokylindrus (Adiastylis) myriamae","Arthropoda","Malacostraca"
"41892","Desmoscolecida","Nematoda","Chromadorea"
"41893","Grania bermudensis","Annelida","Clitellata"
"41894","Chaetonema","Nematoda","Enoplea"
"41895","Hyporhamphus picarti","Chordata","Teleostei"
"41896","Leucobrotula adipata","Chordata","Teleostei"
"41897","Quadricomoides trilabiata","Nematoda","Chromadorea"
"41898","Cuspidaria meteoris","Mollusca","Bivalvia"
"41899","Chaunacops coloratus","Chordata","Teleostei"
"41900","Ophiocamax patersoni","Echinodermata","Ophiuroidea"
"41901","Apolemia vitiazi","Cnidaria","Hydrozoa"
"41902","Zebina vitrea","Mollusca","Gastropoda"
"41903","Cyclopina confusa","Arthropoda","Copepoda"
"41904","Camachoaglaja berolina","Mollusca","Gastropoda"
"41905","Pontostratiotes vivierae","Arthropoda","Copepoda"
"41906","Periapta gracilis","Mollusca","Gastropoda"
"41907","Limneria undata","Mollusca","Gastropoda"
"41908","Monoculodes packardi","Arthropoda","Malacostraca"
"41909","Makrokylindrus (Makrokylindrus) spiniventris","Arthropoda","Malacostraca"
"41910","Cytherelloidea","Arthropoda","Ostracoda"
"41911","Ophiotoma coriacea","Echinodermata","Ophiuroidea"
"41912","Psettodes bennettii","Chordata","Teleostei"
"41913","Egmundella superba","Cnidaria","Hydrozoa"
"41914","Doropygus laticornis","Arthropoda","Copepoda"
"41915","Echinocythereis planibasalis","Arthropoda","Ostracoda"
"41916","Bathydrilus asymmetricus","Annelida","Clitellata"
"41917","Madracis profunda","Cnidaria","Anthozoa"
"41918","Raspailia (Raspaxilla) acanthifera","Porifera","Demospongiae"
"41919","Cladocarpus","Cnidaria","Hydrozoa"
"41920","Ophioplinthaca abyssalis","Echinodermata","Ophiuroidea"
"41921","Lytocarpia benedicti","Cnidaria","Hydrozoa"
"41922","Exallopus intermedia","Annelida","Polychaeta"
"41923","Syconidae","Porifera","Calcarea"
"41924","Callianira","Ctenophora","Tentaculata"
"41925","Axius","Arthropoda","Malacostraca"
"41926","Ophiochondrus armatus","Echinodermata","Ophiuroidea"
"41927","Ciliatocardium ciliatum","Mollusca","Bivalvia"
"41928","Taranis moerchii","Mollusca","Gastropoda"
"41929","Stygiopontius serratus","Arthropoda","Copepoda"
"41930","Zebrasoma velifer","Chordata","Teleostei"
"41931","Anablepsoides lungi","Chordata","Teleostei"
"41932","Ziminella salmonacea","Mollusca","Gastropoda"
"41933","Lophogaster","Arthropoda","Malacostraca"
"41934","Echinomacrurus mollis","Chordata","Teleostei"
"41935","Iphinopsis fuscoapicata","Mollusca","Gastropoda"
"41936","Guttigadus latifrons","Chordata","Teleostei"
"41937","Neolepton peetersae","Mollusca","Bivalvia"
"41938","Paranarthrurella voeringi","Arthropoda","Malacostraca"
"41939","Solumbellula monocephalus","Cnidaria","Anthozoa"
"41940","Euaugaptilus humilis","Arthropoda","Copepoda"
"41941","Delphinapterus leucas","Chordata","Mammalia"
"41942","Clathria (Microciona) normani","Porifera","Demospongiae"
"41943","Pteroeides griseum","Cnidaria","Anthozoa"
"41944","Parthenina flexuosa","Mollusca","Gastropoda"
"41945","Zebinella sigmifer","Mollusca","Gastropoda"
"41946","Leptanthura affinis","Arthropoda","Malacostraca"
"41947","Dischides politus","Mollusca","Scaphopoda"
"41948","Eustomias borealis","Chordata","Teleostei"
"41949","Chaetodon lunula","Chordata","Teleostei"
"41950","Flustrellaria whiteavesi","Bryozoa","Gymnolaemata"
"41951","Lucifuga spelaeotes","Chordata","Teleostei"
"41952","Dasynemoides","Nematoda","Chromadorea"
"41953","Iosactis vagabunda","Cnidaria","Anthozoa"
"41954","Pomacanthus maculosus","Chordata","Teleostei"
"41955","Raja bahamensis","Chordata","Elasmobranchii"
"41956","Byblis erythrops","Arthropoda","Malacostraca"
"41957","Diplosolen","Bryozoa","Stenolaemata"
"41958","Pontostratiotes barnetti","Arthropoda","Copepoda"
"41959","Aegires ortizi","Mollusca","Gastropoda"
"41960","Philinopsis pusa","Mollusca","Gastropoda"
"41961","Schizotricha profunda","Cnidaria","Hydrozoa"
"41962","Perotrochus lucaya","Mollusca","Gastropoda"
"41963","Alitta","Annelida","Polychaeta"
"41964","Diplodus prayensis","Chordata","Teleostei"
"41965","Amphiporus bioculatus","Nemertea","Hoplonemertea"
"41966","Pandarus sinuatus","Arthropoda","Copepoda"
"41967","Peltospira","Mollusca","Gastropoda"
"41968","Zebrasoma flavescens","Chordata","Teleostei"
"41969","Neptunea lyrata","Mollusca","Gastropoda"
"41970","Cytheridea rubra","Arthropoda","Ostracoda"
"41971","Linophryne lucifer","Chordata","Teleostei"
"41972","Alternochelata nealei","Arthropoda","Ostracoda"
"41973","Eugyra borealis","Chordata","Ascidiacea"
"41974","Schizobranchia insignis","Annelida","Polychaeta"
"41975","Copulabyssia tenuis","Mollusca","Gastropoda"
"41976","Ophiothrix maculata","Echinodermata","Ophiuroidea"
"41977","Centracanthus cirrus","Chordata","Teleostei"
"41978","Boroecia maxima","Arthropoda","Ostracoda"
"41979","Melanella chariessa","Mollusca","Gastropoda"
"41980","Chitonanthus indutus","Cnidaria","Anthozoa"
"41981","Conchoecia glandulosa","Arthropoda","Ostracoda"
"41982","Brisinga endecacnemos","Echinodermata","Asteroidea"
"41983","Ophiocten centobi","Echinodermata","Ophiuroidea"
"41984","Ophiura nitida","Echinodermata","Ophiuroidea"
"41985","Monoceratina","Arthropoda","Ostracoda"
"41986","Archiconchoecia gastrodes","Arthropoda","Ostracoda"
"41987","Psolidium prostratum","Echinodermata","Holothuroidea"
"41988","Centrolophus","Chordata","Teleostei"
"41989","Scina pusilla","Arthropoda","Malacostraca"
"41990","Typhlotanais proctagon","Arthropoda","Malacostraca"
"41991","Biemna thomasi","Porifera","Demospongiae"
"41992","Catherinum minutum","Arthropoda","Thecostraca"
"41993","Balticinidae","Cnidaria","Anthozoa"
"41994","Eulimella neoattenuata","Mollusca","Gastropoda"
"41995","Sutilizona pterodon","Mollusca","Gastropoda"
"41996","Symphodus bailloni","Chordata","Teleostei"
"41997","Brachysomophis atlanticus","Chordata","Teleostei"
"41998","Nettenchelys exoria","Chordata","Teleostei"
"41999","Phyllodoce catenula","Annelida","Polychaeta"
"42000","Cardiomya cadiziana","Mollusca","Bivalvia"
"42001","Isochaetides freyi","Annelida","Clitellata"
"42002","Cunina","Cnidaria","Hydrozoa"
"42003","Kophobelemnon macrospinosum","Cnidaria","Anthozoa"
"42004","Sapphirina sali","Arthropoda","Copepoda"
"42005","Corolla","Mollusca","Gastropoda"
"42006","Gobiesox lucayanus","Chordata","Teleostei"
"42007","Ophryotrocha fabriae","Annelida","Polychaeta"
"42008","Aequorea neocyanea","Cnidaria","Hydrozoa"
"42009","Carpoapseudes simplicirostris","Arthropoda","Malacostraca"
"42010","Ritteriella retracta","Chordata","Thaliacea"
"42011","Grimpoteuthis challengeri","Mollusca","Cephalopoda"
"42012","Eustomias parri","Chordata","Teleostei"
"42013","Leptostylis villosa","Arthropoda","Malacostraca"
"42014","Leptanthura tenuis","Arthropoda","Malacostraca"
"42015","Coenocyathus anthophyllites","Cnidaria","Anthozoa"
"42016","Leptognathiella abyssi","Arthropoda","Malacostraca"
"42017","Neotanais persephone","Arthropoda","Malacostraca"
"42018","Adelodrilus anisosetosus","Annelida","Clitellata"
"42019","Heteromesus frigidus","Arthropoda","Malacostraca"
"42020","Atlantidrilus biparis","Annelida","Clitellata"
"42021","Doto wildei","Mollusca","Gastropoda"
"42022","Protomedeia","Arthropoda","Malacostraca"
"42023","Neopleustes pulchellus","Arthropoda","Malacostraca"
"42024","Lasiognathus beebei","Chordata","Teleostei"
"42025","Philine caballeri","Mollusca","Gastropoda"
"42026","Hemimarginula pileum","Mollusca","Gastropoda"
"42027","Parodontophora","Nematoda","Chromadorea"
"42028","Balanophyllia (Balanophyllia) thalassae","Cnidaria","Anthozoa"
"42029","Leptoplana","Platyhelminthes",NA
"42030","Leptinogaster major","Arthropoda","Copepoda"
"42031","Meterythrops robustus","Arthropoda","Malacostraca"
"42032","Macroscapha atlantica","Arthropoda","Ostracoda"
"42033","Hypererythrops caribbaeus","Arthropoda","Malacostraca"
"42034","Solella radicans","Bryozoa","Gymnolaemata"
"42035","Salmoniformes","Chordata","Teleostei"
"42036","Metridia discreta","Arthropoda","Copepoda"
"42037","Dolopichthys karsteni","Chordata","Teleostei"
"42038","Pontostratiotes alatus","Arthropoda","Copepoda"
"42039","Monopylephorus","Annelida","Clitellata"
"42040","Turritellopsis stimpsoni","Mollusca","Gastropoda"
"42041","Photonectes caerulescens","Chordata","Teleostei"
"42042","Caryophyllia arcuata","Cnidaria","Anthozoa"
"42043","Polymastiida","Porifera","Demospongiae"
"42044","Haptocallisoma lemarete","Arthropoda","Malacostraca"
"42045","Chirostomias","Chordata","Teleostei"
"42046","Hyalostylus","Porifera","Hexactinellida"
"42047","Solaster benedicti","Echinodermata","Asteroidea"
"42048","Microporella marsupiata","Bryozoa","Gymnolaemata"
"42049","Cymonomus granulatus","Arthropoda","Malacostraca"
"42050","Umbellula encrinus","Cnidaria","Anthozoa"
"42051","Physophora","Cnidaria","Hydrozoa"
"42052","Cottus cognatus","Chordata","Teleostei"
"42053","Abraliopsis affinis","Mollusca","Cephalopoda"
"42054","Trigonostomum lilliei","Platyhelminthes",NA
"42055","Luidia sarsii sarsii","Echinodermata","Asteroidea"
"42056","Carpoapseudes kudinovae","Arthropoda","Malacostraca"
"42057","Lyonsiella smidti","Mollusca","Bivalvia"
"42058","Careproctus longipinnis","Chordata","Teleostei"
"42059","Diplopteroides grandis","Cnidaria","Hydrozoa"
"42060","Jugosocythereis","Arthropoda","Ostracoda"
"42061","Paratelecrinus cubensis","Echinodermata","Crinoidea"
"42062","Polymastia hemisphaerica","Porifera","Demospongiae"
"42063","Dendrophyllia laboreli","Cnidaria","Anthozoa"
"42064","Leptognathioides polita","Arthropoda","Malacostraca"
"42065","Bathybela tenelluna","Mollusca","Gastropoda"
"42066","Eurycope centobi","Arthropoda","Malacostraca"
"42067","Macropyxis sapeloensis","Arthropoda","Ostracoda"
"42068","Lischkeia alicei","Mollusca","Gastropoda"
"42069","Racovitzanus levis","Arthropoda","Copepoda"
"42070","Parvotrochus belyaevi","Echinodermata","Holothuroidea"
"42071","Lysiosquilla","Arthropoda","Malacostraca"
"42072","Leviapseudes zenkevitchioides","Arthropoda","Malacostraca"
"42073","Grania atlantica","Annelida","Clitellata"
"42074","Oxyurostylis antipai","Arthropoda","Malacostraca"
"42075","Prionotoleberis pax","Arthropoda","Ostracoda"
"42076","Synasterope hirpex","Arthropoda","Ostracoda"
"42077","Ariosoma anago","Chordata","Teleostei"
"42078","Pseudonototanais filum","Arthropoda","Malacostraca"
"42079","Procampylaspis bituberculata","Arthropoda","Malacostraca"
"42080","Kruppomenia levis","Mollusca","Solenogastres"
"42081","Condylonucula cynthiae","Mollusca","Bivalvia"
"42082","Cyprinodon laciniatus","Chordata","Teleostei"
