NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Selar crumenophthalmus,Selar crumenophthalmus,Selar,Actinopterygii,Chordata,Selar,"Jaafar, Tun Nurul Aimi Mat; Taylor, Martin I.; Nor, Siti Azizah Mohd; de Bruyn, Mark; Carvalho, Gary R.",2012,DNA Barcoding Reveals Cryptic Diversity within Commercially Exploited Indo-Malay Carangidae (Teleosteii: Perciformes),PLOS ONE,7,NA,NA,mtDNA,2,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Indo-Pacific,Morphology used only to identify morphospecies before sequencing,"Planktotroph, pelagic",Coastal,Coastal,2,1793,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,Selar crumenophthalmus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,Moderate to high,NA,Sympatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,TRUE,LOW,PT,FALSE
Sepia pharaonis,Sepia pharaonis,Sepia,Cephalopoda,Mollusca,Sepia,"Khatami, S; Tavakoli-Kolour, P; Valinassab, T; Anderson, FE; Farhadi, A",2018,Molecular identification and phylogenetic relationships of Coleoidea (Mollusca: Cephalopoda) from the Persian Gulf and Oman Sea reveals a case of cryptic diversity,MOLLUSCAN RESEARCH,38,77,85,mtDNA,4,NA,unclear,NA,NA,NA,26,NA,NA,NA,persian gulf,Just one individual in this study; others from GenBank,Direct development,Coastal,Demersal or benthic,107,1831,6,FALSE,TRUE,TRUE,TRUE,FALSE,3,Sepia pharaonis,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,Very low or null,Demersal or benthic,NA,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,NA,HIGH,DD,FALSE
Sepiolina petasa,Sepiolina petasus,Sepiolina,Cephalopoda,Mollusca,Sepiolina,"Khatami, S; Tavakoli-Kolour, P; Valinassab, T; Anderson, FE; Farhadi, A",2018,Molecular identification and phylogenetic relationships of Coleoidea (Mollusca: Cephalopoda) from the Persian Gulf and Oman Sea reveals a case of cryptic diversity,MOLLUSCAN RESEARCH,38,77,85,mtDNA,2,NA,unclear,NA,NA,NA,6,NA,NA,NA,persian gulf,Just one individual in this study; others from GenBank,Unknown,Coastal,Demersal or benthic,2,2011,6,NA,NA,NA,NA,NA,NA,Sepiolina petasus,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,NA,NA,NA,FALSE
Sepioteuthis cf. lessoniana,Sepioteuthis lessoniana,Sepioteuthis,Cephalopoda,Mollusca,Sepioteuthis,"Cheng, S. H.; Anderson, F. E.; Bergman, A.; Mahardika, G. N.; Muchlisin, Z. A.; Dang, B. T.; Calumpong, H. P.; Mohamed, K. S.; Sasikumar, G.; Venkatesan, V.; Barber, P. H.",2014,Molecular evidence for co-occurring cryptic lineages within the Sepioteuthis cf. lessoniana species complex in the Indian and Indo-West Pacific Oceans,HYDROBIOLOGIA,725,165,188,"mtDNA, other nuclear",3,NA,Sympatric,NA,NA,TRUE,377,14,NA,NA,Indo-Pacific,NA,"Pelagic, Coastal","Pelagic, Coastal","Pelagic, Coastal",3,1826,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Sepioteuthis lessoniana,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,Sympatric,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,TRUE,NA,NA,FALSE
Seriatopora hystrix,Seriatopora hystrix,Seriatopora,Anthozoa,Cnidaria,Seriatopora,"Warner, Patricia A.; van Oppen, Madeleine J. H.; Willis, Bette L.",2015,Unexpected cryptic species diversity in the widespread coral Seriatoporahystrix masks spatial-genetic patterns of connectivity,MOLECULAR ECOLOGY,24,2993,3008,"mtDNA, microsatellites",4,No differentiation,"Allopatric, Sympatric",Yes,NA,TRUE,964,10,964,10,Indo-Pacific,NA,"Lecithotrophic, Brooding, spermcasting",Coral reef,Demersal or benthic,7,1846,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Seriatopora hystrix,TRUE,TRUE,nuc&mito,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Very low or null,Demersal or benthic,"Sympatric, Allopatric",TRUE,FALSE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,TRUE,HIGH,LT,FALSE
Seriola lalandi,Seriola lalandi,Seriola,Actinopterygii,Chordata,Seriola,"Martinez-Takeshita, Natalie; Purcell, Catherine M.; Chabot, Chris L.; Craig, Matthew T.; Paterson, Corinne N.; Hyde, John R.; Allen, Larry G.",2015,A Tale of Three Tails: Cryptic Speciation in a Globally Distributed Marine Fish of the Genus Seriola,COPEIA,NA,357,368,"mtDNA, other nuclear",3,Statistic,Allopatric,NA,NA,TRUE,42,8,NA,NA,Pacific,NA,Pelagic,Pelagic,Pelagic,9,1833,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Seriola lalandi,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,NA,NA,FALSE
Seriolina nigrofasciata,Seriolina nigrofasciata,Seriolina,Actinopterygii,Chordata,Seriolina,"Jaafar, Tun Nurul Aimi Mat; Taylor, Martin I.; Nor, Siti Azizah Mohd; de Bruyn, Mark; Carvalho, Gary R.",2012,DNA Barcoding Reveals Cryptic Diversity within Commercially Exploited Indo-Malay Carangidae (Teleosteii: Perciformes),PLOS ONE,7,NA,NA,mtDNA,2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,Indo-Pacific,Morphology used only to identify morphospecies before sequencing,Unknown,Coastal,Coastal,1,1829,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,Seriolina nigrofasciata,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,NA,NA,Allopatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE,NA,NA,FALSE
Serolis paradoxa,Serolis paradoxa,Serolis,Malacostraca,Arthropoda,Serolis,"Leese, Florian; Kop, Anna; Waegele, Johann-Wolfgang; Held, Christoph",2008,Cryptic speciation in a benthic isopod from Patagonian and Falkland Island waters and the impact of glaciations on its population structure,FRONTIERS IN ZOOLOGY,5,NA,NA,"mtDNA, microsatellites",2,NA,Allopatric,NA,NA,NA,91,3,NA,NA,Antarctica,NA,"Direct development, Brooding",Soft sediment,Demersal or benthic,10,1775,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,Serolis paradoxa,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,FALSE,HIGH,DD,FALSE
Sertularella ellisii,Sertularella ellisii,Sertularella,Hydrozoa,Cnidaria,Sertularella,"Moura, Carlos J.; Cunha, Marina R.; Porteiro, Filipe M.; Rogers, Alex D.",2011,"The use of the DNA barcode gene 16S mRNA for the clarification of taxonomic problems within the family Sertulariidae (Cnidaria, Hydrozoa)",ZOOLOGICA SCRIPTA,40,520,537,mtDNA,2,NA,Allopatric,NA,NA,NA,4,3,NA,NA,Atlantic,"this is part of a general study thus not many sequences, difficult toassess allopatry, etc.",Planktotroph,"Rocky shore, Deep sea, Coastal, fouling communities",Demersal or benthic,141,1836,7,FALSE,TRUE,FALSE,FALSE,FALSE,1,Sertularella ellisii,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Deep sea, Coastal, fouling communities,Demersal or benthic",TRUE,100,Rocky,Inaccessible,NA,Demersal or benthic,Allopatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,FALSE,NA,NA,FALSE
Sertularella fusiformis,Sertularella fusiformis,Sertularella,Hydrozoa,Cnidaria,Sertularella,"Moura, Carlos J.; Cunha, Marina R.; Porteiro, Filipe M.; Rogers, Alex D.",2011,"The use of the DNA barcode gene 16S mRNA for the clarification of taxonomic problems within the family Sertulariidae (Cnidaria, Hydrozoa)",ZOOLOGICA SCRIPTA,40,520,537,mtDNA,2,NA,Allopatric,NA,NA,NA,6,6,NA,NA,Atlantic,"allopatric but only Madeira versus Azores, few sequences",Unknown,"Rocky shore, Deep sea, Coastal, fouling communities",Demersal or benthic,141,1861,7,FALSE,TRUE,TRUE,FALSE,FALSE,2,Sertularella fusiformis,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Deep sea, Coastal, fouling communities,Demersal or benthic",TRUE,100,Rocky,Inaccessible,NA,Demersal or benthic,Allopatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,FALSE,NA,NA,FALSE
Sertularella mediterranea,Sertularella mediterranea,Sertularella,Hydrozoa,Cnidaria,Sertularella,"Moura, Carlos J.; Cunha, Marina R.; Porteiro, Filipe M.; Rogers, Alex D.",2011,"The use of the DNA barcode gene 16S mRNA for the clarification of taxonomic problems within the family Sertulariidae (Cnidaria, Hydrozoa)",ZOOLOGICA SCRIPTA,40,520,537,mtDNA,2,NA,Allopatric,NA,NA,NA,5,5,NA,NA,Atlantic,"this is part of a general study thus not many sequences, difficult toassess allopatry, etc.",Unknown,"Rocky shore, Deep sea, Coastal, fouling communities",Demersal or benthic,141,1901,7,FALSE,TRUE,TRUE,TRUE,FALSE,3,Sertularella mediterranea,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Deep sea, Coastal, fouling communities,Demersal or benthic",TRUE,100,Rocky,Inaccessible,NA,Demersal or benthic,Allopatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,FALSE,NA,NA,FALSE
Sesarma  reticulatum,Sesarma reticulatum,Sesarma,Malacostraca,Arthropoda,Sesarma,"FELDER, DL; STATON, JL",1994,"GENETIC DIFFERENTIATION IN TRANS-FLORIDIAN SPECIES COMPLEXES OF SESARMA AND UCA (DECAPODA, BRACHYURA)",JOURNAL OF CRUSTACEAN BIOLOGY,14,191,209,Allozymes,2,Diagnostic,Allopatric,NA,NA,TRUE,NA,12,NA,12,"Atlantic, gulf of Mexico",NA,Planktotroph,"Soft sediment, Coastal, salt marsh","Demersal or benthic, Coastal",15,1818,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Sesarma reticulatum,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, salt marsh,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Arthropoda_Malacostraca,Y,I,Y,Y,FALSE,FALSE,LOW,PT,TRUE
Setipinna tenuifilis,Setipinna tenuifilis,Setipinna,Actinopterygii,Chordata,Setipinna,"Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,Multigene barcoding and phylogeny of selected Engraulidae species,MITOCHONDRIAL DNA PART A,30,548,555,mtDNA,3,NA,unclear,NA,NA,NA,NA,NA,NA,NA,indian ocean,"The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal",Pelagic,5,1848,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,Setipinna tenuifilis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA,LOW,PT,FALSE
Siderastrea radians,Siderastrea radians,Siderastrea,Anthozoa,Cnidaria,Siderastrea,"de Menezes, Natalia Matos; Neves, Elizabeth Gerardo; Barros, Francisco; Papa de Kikuchi, Ruy Kenji; Johnsson, Rodrigo",2013,"Intracolonial variation in Siderastrea de Blainville, 1830 (Anthozoa, Scleractinia): taxonomy under challenging morphological constraints",BIOTA NEOTROPICA,13,108,116,"Allozymes (other paper, Neves 2008, not sure it confirms these CS however)",2,Diagnostic,Sympatric,NA,NA,TRUE,NA,NA,156,9,Caribbean,"I'm not sure this paper should be included. The species are not described as cryptic. It does describe statistical variation between the species, but also says there are diagnostic characaters. Reproductive differences are also mentioned but not in the  paper. Genetic data are not in the paper.",Lecithotrophic,Coral reef,Demersal or benthic,5,1766,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Siderastrea radians,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Cnidaria_Anthozoa,Y,E,N,N,FALSE,TRUE,HIGH,LT,FALSE
Siganus fuscescens,Siganus fuscescens,Siganus,Actinopterygii,Chordata,Siganus,"Ravago-Gotanco, R; de la Cruz, TL; Pante, MJ; Borsa, P",2018,Cryptic genetic diversity in the mottled rabbitfish Siganus fuscescens with mitochondrial introgression at a contact zone in the South China Sea,PLOS ONE,13,NA,NA,"mtDNA, microsatellites",3,Statistic,Sympatric,NA,NA,TRUE,200,8,200,8,"South China Philippines Sea, Pacific Ocean","already known CS, other papers allozymes, sampling fishermen",Planktotroph,"Coastal, Intertidal, Estuarine",NA,29,1782,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Siganus fuscescens,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Coastal, Intertidal, Estuarine,NA",FALSE,10,NA,Accessible,NA,NA,Sympatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE,LOW,PT,FALSE
Silago analis,Sillago analis,Sillago,Actinopterygii,Chordata,Sillago,"Krueck, Nils C.; Tibbetts, Ian R.; Ward, Robert D.; Johnson, Jeffrey W.; Loh, William K. W.; Ovenden, Jennifer R.",2013,Multi-gene barcoding to discriminate sibling species within a morphologically difficult fish genus (Sillago),FISHERIES RESEARCH,143,39,46,"mtDNA, other nuclear",2,Diagnostic,"Sympatric, Parapatric",Yes,NA,TRUE,60,2,42,2,Australia,Another paper has information about morphological traits that are not diagnostic. The habitats sampled were chosen because of pre-existing info about habitat preference between the species.,Unknown,Coastal,"Demersal or benthic, Coastal",30,1943,1,FALSE,FALSE,TRUE,TRUE,FALSE,2,Sillago analis,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,TRUE,NA,NA,FALSE
Sinularia tumulosa,Sinularia tumulosa,Sinularia,Anthozoa,Cnidaria,Sinularia,"Quattrini, AM; Wu, T; Soong, K; Jeng, MS; Benayahu, Y; McFadden, CS",2019,A next generation approach to species delimitation reveals the role of hybridization in a cryptic species complex of corals,BMC EVOLUTIONARY BIOLOGY,19,NA,NA,"mtDNA, other nuclear, RAD /SNP/-omics (>20 markers)",2,No differentiation,Sympatric,NA,NA,TRUE,13,8,13,8,"Taiwan, Indo-Pacific Ocean",NA,Unknown,Coral reef,"Demersal or benthic, Coastal, sessile",175,2008,1,NA,NA,NA,NA,NA,NA,Sinularia tumulosa,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic, Coastal, sessile",TRUE,10,NA,Average,NA,Demersal or benthic,Sympatric,TRUE,FALSE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,TRUE,NA,NA,FALSE
Siphonaria pectinata,Siphonaria pectinata,Siphonaria,Gastropoda,Mollusca,Siphonaria,"Giribet, G; Kawauchi, GY",2016,How many species of Siphonaria pectinata (Gastropoda: Heterobranchia) are there?,JOURNAL OF MOLLUSCAN STUDIES,82,137,143,"mtDNA, ITS",3,NA,Allopatric,NA,NA,NA,66,12,NA,NA,Atlantic,I don't think there's morphological data but it's not 100% clear,Planktotroph,"Rocky shore, Intertidal or tide pools",Coastal,92,1758,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Siphonaria pectinata,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rocky shore, Intertidal or tide pools,Coastal",FALSE,5,Rocky,Accessible,NA,NA,Allopatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE,LOW,PT,FALSE
Sipunculus nudus,Sipunculus (Sipunculus) nudus,Sipunculus,Sipunculidea,Sipuncula,Sipunculus,"Kawauchi, Gisele Y.; Giribet, Gonzalo",2014,"Sipunculus nudus Linnaeus, 1766 (Sipuncula): cosmopolitan or a group of pseudo-cryptic species? An integrated molecular and morphological approach",MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,35,478,491,"mtDNA, other nuclear",5,Diagnostic,Allopatric,NA,NA,TRUE,33,11,27,11,Global,NA,Planktotroph,"Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",13,1766,1,TRUE,TRUE,TRUE,TRUE,FALSE,4,Sipunculus nudus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Sipuncula_Sipunculidea,N,E,N,N,FALSE,FALSE,LOW,PT,TRUE
Solea solea,Solea solea,Solea,Actinopterygii,Chordata,Solea,"Boukouvala, Evridiki; Cariani, Alessia; Maes, Gregory E.; Sevilla, Rafael G.; Verrez-Bagnis, Veronique; Jerome, Marc; Guarniero, Ilaria; Monios, Georgios; Tinti, Fausto; Volckaert, Filip A. M.; Bautista, Jose M.; Krey, Grigorios",2012,Restriction Fragment Length Analysis of the Cytochrome b Gene and Muscle Fatty Acid Composition Differentiate the Cryptic Flatfish Species Solea solea and Solea aegyptiaca,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,60,7941,7948,mtDNA,2,Statistic,Sympatric,NA,NA,TRUE,42,NA,39,NA,Mediterranean,NA,"Planktotroph, Pelagic","Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal",10,1758,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Solea solea,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,Moderate to high,Demersal or benthic,Sympatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE,LOW,PT,TRUE
Sphenopus marsupialis,Sphenopus marsupialis,Sphenopus,Anthozoa,Cnidaria,Sphenopus,"Soong, K; Shiau, YS; Chen, CP",1999,"Morphological and life history divergence of the zoanthid, Sphenopus marsupialis off the Taiwanese coast",ZOOLOGICAL STUDIES,38,333,343,not necessary in this case,2,Statistic,Allopatric,NA,NA,TRUE,NA,NA,2354,7,Pacific,NA,Unknown,"Soft sediment, Coastal","Demersal or benthic, Coastal",4,1791,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Sphenopus marsupialis,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,FALSE,NA,NA,TRUE
Spiochaetopterus costarum,Spiochaetopterus costarum,Spiochaetopterus,Polychaeta,Annelida,Spiochaetopterus,"Bhaud, MR; Koh, BS; Hong, JS",2002,"Contribution to the present status of Spiochaetopterus costarum: description of Spiochaetopterus koreana, a new species of Chaetopteridae (Polychaeta) from the West Coast of Korea",PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,115,350,358,not necessary in this case,2,Diagnostic,Allopatric,NA,NA,TRUE,NA,NA,82,3,Pacific,NA,Planktotroph,Soft sediment,"Demersal or benthic, Coastal",18,1869,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Spiochaetopterus costarum,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,FALSE,LOW,PT,TRUE
Spiophanes kroyeri,Spiophanes kroyeri,Spiophanes,Polychaeta,Annelida,Spiophanes,"Radashevsky, VI; Pankova, VV; Malyar, VV; Neretina, TV; Choi, JW; Yum, S; Houbin, C",2020,Molecular analysis ofSpiophanes bombyxcomplex (Annelida: Spionidae) with description of a new species,PLOS ONE,15,NA,NA,"mtDNA, other nuclear, ITS",2,No differentiation,Allopatric,NA,NA,NA,5,3,NA,NA,Atlantic,NA,Planktotroph,"Soft sediment, Coastal","Demersal or benthic, Coastal",33,1860,3,TRUE,TRUE,TRUE,TRUE,FALSE,4,Spiophanes kroyeri,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,LOW,PT,TRUE
Spiophanes norrisii,Spiophanes norrisi,Spiophanes,Polychaeta,Annelida,Spiophanes,"Radashevsky, VI; Pankova, VV; Malyar, VV; Neretina, TV; Choi, JW; Yum, S; Houbin, C",2020,Molecular analysis ofSpiophanes bombyxcomplex (Annelida: Spionidae) with description of a new species,PLOS ONE,15,NA,NA,"mtDNA, other nuclear, ITS",2,No differentiation,Allopatric,NA,NA,NA,10,4,NA,NA,pacific,NA,Planktotroph,"Soft sediment, Coastal","Demersal or benthic, Coastal",33,2009,3,NA,NA,NA,NA,NA,NA,Spiophanes norrisi,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,LOW,PT,TRUE
Spirastrella sp. cf. mollis,Spirastrella mollis,Spirastrella,Demospongiae,Porifera,Spirastrella,"Boury-Esnault, N; Klautau, M; Bezac, C; Wulff, J; Sole-Cava, AM",1999,Comparative study of putative conspecific sponge populations from both sides of the Isthmus of Panama,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,79,39,50,Allozymes,2,Statistic,Allopatric,No,NA,TRUE,NA,3,15,3,"Pacific, Caribbean",larval info not given,Unknown,"Coral reef, Rocky shore, Seagrass","Demersal or benthic, Coastal",17,1907,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Spirastrella mollis,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Seagrass,Demersal or benthic, Coastal",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Porifera_Demospongiae,Y,E,N,N,TRUE,FALSE,NA,NA,FALSE
