"","NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch","genus","genusBC","Geo_dif3","symp","sympara","allop","NoMorphoDiff","StatMorphoDiff","DiagMorphoDiff","phylum_class","hard_skeleton","ferti","image","genitals","CSss","Sympatric"
"11","Calcinus spp.",NA,"Calcinus","Malacostraca","Arthropoda",NA,NA,"Calcinus","Malay, Maria Celia (Machel) D.; Paulay, Gustav",2010,"PERIPATRIC SPECIATION DRIVES DIVERSIFICATION AND DISTRIBUTIONAL PATTERN OF REEF HERMIT CRABS (DECAPODA: DIOGENIDAE: CALCINUS)","EVOLUTION",64,"634","662",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA, other nuclear",9,"Statistic","Allopatric, Sympatric",NA,NA,TRUE,"166","32","166","32","Global",NA,NA,"Coral reef","Demersal or benthic","Calcinus spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Calcinus","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"166","32","166","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Calcinus","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Arthropoda_Malacostraca","Y","I","Y","Y",TRUE,TRUE
"12","Cenolia sp.",NA,"Cenolia","Crinoidea","Echinodermata",NA,NA,"Cenolia","Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Gardner, M. G.",2014,"Sympatric cryptic species in the crinoid genus Cenolia (Echinodermata: Crinoidea: Comasteridae) delineated by sequence and microsatellite markers","MOLECULAR PHYLOGENETICS AND EVOLUTION",78,"160","171",1,1,0,"Echinodermata","Genetic, Morphological","mtDNA, microsatellites, other nuclear, ITS",3,"Statistic","Sympatric",NA,NA,TRUE,"315","13","315","13","Australia",NA,"Lecithotrophic","Coastal","Demersal or benthic, Coastal","Cenolia sp.",NA,NA,"Crinoidea","Echinodermata","other",NA,NA,NA,"Cenolia","Crinoidea","Echinodermata",1,NA,NA,NA,NA,"315","13","315","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Cenolia","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Echinodermata_Crinoidea","Y","E","N","N",TRUE,TRUE
"13","Cerithidea sp.",NA,"Cerithidea","Gastropoda","Mollusca",NA,NA,"Cerithidea","Reid, David G.; Claremont, Martine; Smith, Lisa; Shamoto, Manabu; Glaubrecht, Matthias; Ozawa, Tomowo",2013,"Mosaics in the mangroves: allopatric diversification of tree-climbing mudwhelks (Gastropoda: Potamididae: Cerithidea) in the Indo-West Pacific","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",110,"564","580",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",15,"No differentiation","Allopatric",NA,NA,NA,"111","48",NA,NA,"Indo-Pacific","Shell morphology was diagnostic for some species but not all. Paper deals with 4 different nominal species, each of which is made up of several allopatric cryptic species. Morphology information is cited as unpublished data.","Planktotroph","Coastal, mangrove","Demersal or benthic, Coastal","Cerithidea sp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Cerithidea","Gastropoda","Mollusca",1,NA,NA,NA,NA,"111","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, mangrove,Demersal or benthic, Coastal",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Cerithidea","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"14","Chthamalus spp.",NA,"Chthamalus","Thecostraca","Arthropoda",NA,NA,"Chthamalus","Pitombo, Fabio Bettini; Burton, Ron",2007,"Systematics and biogeography of Tropical Eastern Pacific Chthamalus with descriptions of two new species (cirripedia, thoracica)","ZOOTAXA",NA,"1","30",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA",3,"Statistic","Allopatric, Sympatric",NA,NA,TRUE,"16",NA,"27","3","Pacific",NA,"Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Chthamalus spp.",NA,NA,"Thecostraca","Arthropoda","other",NA,NA,NA,"Chthamalus","Hexanauplia","Arthropoda",1,NA,NA,NA,NA,"16",NA,"27","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy",NA,"Demersal or benthic",NA,NA,"Chthamalus","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Arthropoda_Hexanauplia",NA,NA,NA,NA,TRUE,TRUE
"15","Clathrina spp.",NA,"Clathrina","Calcarea","Porifera",NA,NA,"Clathrina","KLAUTAU, M; SOLECAVA, AM; BOROJEVIC, R",1994,"BIOCHEMICAL SYSTEMATICS OF SIBLING SYMPATRIC SPECIES OF CLATHRINA (PORIFERA, CALCAREA)","Biochemical Systematics and Ecology",22,"367","375",1,1,0,"Porifera","Genetic, Morphological","Allozymes",4,"Statistic","Sympatric",NA,NA,TRUE,"141","1","220","1","Atlantic","larval info not given.",NA,"Rocky shore, Coastal","Demersal or benthic, Coastal","Clathrina spp.",NA,NA,"Calcarea","Porifera","other",NA,NA,NA,"Clathrina","Calcarea","Porifera",1,NA,NA,NA,NA,"141","1","220","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Rocky","Normal",NA,"Demersal or benthic",NA,NA,"Clathrina","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Porifera_Calcarea","Y","E","N","N",TRUE,TRUE
"16","Clytia spp.",NA,"Clytia","Hydrozoa","Cnidaria",NA,NA,"Clytia","Lindner, Alberto; Govindarajan, Annette F.; Migotto, Alvaro E.",2011,"Cryptic species, life cycles, and the phylogeny of Clytia (Cnidaria: Hydrozoa: Campanulariidae)","ZOOTAXA",NA,"23","36",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear",7,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"13","7","10","9","Atlantic, Mediterranean",NA,"Planktotroph, Pelagic","Pelagic, Rocky shore, Coastal, fouling communities","Pelagic, Demersal or benthic","Clytia spp.",NA,NA,"Hydrozoa","Cnidaria","other",NA,NA,NA,"Clytia","Hydrozoa","Cnidaria",1,NA,NA,NA,NA,"13","7","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Pelagic, Rocky shore, Coastal, fouling communities,Pelagic, Demersal or benthic",TRUE,1000,1000,"Rocky","Normal","High","Demersal or benthic",NA,NA,"Clytia","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Cnidaria_Hydrozoa","N","E","N","N",TRUE,TRUE
"17","Crepidula spp.",NA,"Crepidula","Gastropoda","Mollusca",NA,NA,"Crepidula","Veliz, D; Winkler, FM; Guisado, C",2003,"Developmental and genetic evidence for the existence of three morphologically cryptic species of Crepidula in northern Chile","MARINE BIOLOGY",143,"131","142",1,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","Allozymes",3,"No differentiation","Sympatric","Yes",NA,TRUE,"122","4","12","4","Pacific",NA,"Planktotroph, Direct development, nurse eggs","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Crepidula spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Crepidula","Gastropoda","Mollusca",1,NA,NA,NA,NA,"122","4","12","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy","Very low or null","Demersal or benthic",NA,NA,"Crepidula","Sympatric",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"18","Cryptasterina",NA,"Cryptasterina","Asteroidea","Echinodermata",NA,NA,"Cryptasterina","Hart, MW; Johnson, SL; Addison, JA; Byrne, M",2004,"Strong character incongruence and character choice in phylogeny of sea stars of the Asterinidae","INVERTEBRATE BIOLOGY",123,"343","356",1,1,0,"Echinodermata","Genetic, Morphological, Reproductive","mtDNA",4,"No differentiation","unknown",NA,NA,NA,"4",NA,NA,NA,"Australia",NA,"Lecithotrophic, vivparous","unknown","Demersal or benthic","Cryptasterina",NA,NA,"Asteroidea","Echinodermata","other",NA,NA,NA,"Cryptasterina","Asteroidea","Echinodermata",1,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,25,NA,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Cryptasterina",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Echinodermata_Asteroidea","Y","E","N","N",TRUE,NA
"19","Dendronotus spp.",NA,"Dendronotus","Gastropoda","Mollusca",NA,NA,"Dendronotus","Thollesson, M",1998,"Discrimination of two Dendronotus species by allozyme electrophoresis and the reinstatement of Dendronotus lacteus (Thompson, 1840) (Nudibranchia, Dendronotoidea)","ZOOLOGICA SCRIPTA",27,"189","195",1,1,0,"Mollusca","Genetic, Morphological","Allozymes",2,"Diagnostic","Sympatric",NA,NA,TRUE,"10","1","17","1","Atlantic",NA,NA,"unknown","Demersal or benthic","Dendronotus spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Dendronotus","Gastropoda","Mollusca",1,NA,NA,NA,NA,"10","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,25,NA,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Dendronotus","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Mollusca_Gastropoda","Y","B","Y","B",FALSE,TRUE
"20","Dipolydora spp.",NA,"Dipolydora","Polychaeta","Annelida",NA,NA,"Dipolydora","Manchenko, GP; Radashevsky, VI",2002,"Genetic differences between two sibling sympatric Dipolydora species (Polychaeta : Spionidae) from the Sea of Japan, and a new species description","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",82,"193","199",1,1,0,"annelida","Genetic, Morphological, Ecological","Allozymes",2,"Statistic","Sympatric","Yes",NA,TRUE,"57","1",NA,"1","Pacific",NA,NA,"Soft sediment, chaetopterus tubes, bivalve shells","Demersal or benthic","Dipolydora spp.",NA,NA,"Polychaeta","Annelida","other",NA,NA,NA,"Dipolydora","Polychaeta","Annelida",1,NA,NA,NA,NA,"57","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, chaetopterus tubes, bivalve shells,Demersal or benthic",TRUE,25,NA,"Sediment","Normal",NA,"Demersal or benthic",NA,NA,"Dipolydora","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,TRUE
"21","Doto spp.",NA,"Doto","Gastropoda","Mollusca",NA,NA,"Doto","Shipman, Carissa; Gosliner, Terrence",2015,"Molecular and morphological systematics of Doto Oken, 1851 (Gastropoda: Heterobranchia), with descriptions of five new species and a new genus","ZOOTAXA",3973,"57","101",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",5,"Statistic","Allopatric, Sympatric","Yes",NA,TRUE,"70","11",NA,NA,"Global",NA,"Planktotroph, Lecithotrophic","various","Demersal or benthic","Doto spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Doto","Gastropoda","Mollusca",1,NA,NA,NA,NA,"70","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"various,Demersal or benthic",TRUE,25,NA,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Doto","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"22","Drymonema spp.",NA,"Drymonema","Scyphozoa","Cnidaria",NA,NA,"Drymonema","Bayha, Keith M.; Dawson, Michael N.",2010,"New Family of Allomorphic Jellyfishes, Drymonematidae (Scyphozoa, Discomedusae), Emphasizes Evolution in the Functional Morphology and Trophic Ecology of Gelatinous Zooplankton","BIOLOGICAL BULLETIN",219,"249","267",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear, ITS",3,"Statistic","Allopatric",NA,NA,TRUE,"13","5","19","6","Mediterranean, Atlantic",NA,NA,"Pelagic","Pelagic","Drymonema spp.",NA,NA,"Scyphozoa","Cnidaria","other",NA,NA,NA,"Drymonema","Scyphozoa","Cnidaria",1,NA,NA,NA,NA,"13","5","19","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,NA,"Drymonema","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Cnidaria_Scyphozoa","N","E","N","N",TRUE,FALSE
"23","Othilia spp.",NA,"Echinaster","Asteroidea","Echinodermata",NA,NA,"Echinaster","TUTTLE, RD; LINDAHL, R",1980,"GENETIC-VARIABILITY IN 3 CO-OCCURRING FORMS OF THE STARFISH GENUS OTHILIA (= ECHINASTER)","Experientia",36,"923","925",1,1,0,"Echinodermata","Genetic, Morphological","Allozymes",2,"Diagnostic","Sympatric",NA,NA,TRUE,"69","1","69","1","gulf of Mexico","larval and adult info not given",NA,"unknown","Demersal or benthic","Echinaster spp.",NA,NA,"Asteroidea","Echinodermata","other",NA,NA,NA,"Echinaster","Asteroidea","Echinodermata",1,NA,NA,NA,NA,"69","1","69","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,25,NA,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Othilia","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Echinodermata_Asteroidea","Y","E","N","N",FALSE,TRUE
"24","Echinometra spp.ABCD",NA,"Echinometra","Echinoidea","Echinodermata",NA,NA,"Echinometra","Rahman, MA; Uehara, T",2004,"Interspecific hybridization and backcrosses between two sibling species of Pacific sea urchins (Genus Echinometra) on Okinawan Intertidal Reefs","ZOOLOGICAL STUDIES",43,"93","111",1,1,1,"Echinodermata","Morphological, Reproductive","Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,"Diagnostic","Sympatric",NA,NA,TRUE,NA,NA,NA,NA,"Pacific",NA,"Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Echinometra spp.",NA,NA,"Echinoidea","Echinodermata","other",NA,NA,NA,"Echinometra","Echinoidea","Echinodermata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy",NA,"Demersal or benthic",NA,NA,"Echinometra","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Echinodermata_Echinoidea","Y","E","N","N",FALSE,TRUE
"25","Eugymnanthea spp.",NA,"Eugymnanthea","Hydrozoa","Cnidaria",NA,NA,"Eugymnanthea","Govindarajan, AF; Piraino, S; Gravili, C; Kubota, S",2005,"Species identification of bivalve-inhabiting marine hydrozoans of the genus Eugymnanthea","INVERTEBRATE BIOLOGY",124,"1","10",1,1,0,"Cnidaria","Genetic, Morphological, Reproductive","mtDNA",2,"Statistic","Allopatric",NA,"Yes",TRUE,"7","3","6152","2","Global",NA,"Lecithotrophic","Coastal, inside bivalves","Demersal or benthic","Eugymnanthea spp.",NA,NA,"Hydrozoa","Cnidaria","other",NA,NA,NA,"Eugymnanthea","Hydrozoa","Cnidaria",1,NA,NA,NA,NA,"7","3","6152","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, inside bivalves,Demersal or benthic",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Eugymnanthea","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Cnidaria_Hydrozoa","N","E","N","N",TRUE,FALSE
"26","Eunice spp.",NA,"Eunice","Polychaeta","Annelida",NA,NA,"Eunice","Carrera-Parra, Luis F.; Salazar-Vallejo, Sergio I.",2011,"Redescriptions of Eunice filamentosa and E. denticulata and description of E. tovarae n. sp. (Polychaeta: Eunicidae), highlighted with morphological and molecular data","ZOOTAXA",NA,"51","64",1,1,0,"annelida","Genetic, Morphological","mtDNA",3,"Statistic","Allopatric",NA,NA,TRUE,"10","4","61","22","Caribbean, Pacific, Atlantic",NA,NA,"Rocky shore, Coastal, fouling community","Demersal or benthic, Coastal","Eunice spp.",NA,NA,"Polychaeta","Annelida","other",NA,NA,NA,"Eunice","Polychaeta","Annelida",1,NA,NA,NA,NA,"10","4","61","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, fouling community,Demersal or benthic, Coastal",TRUE,25,25,"Rocky","Normal",NA,"Demersal or benthic",NA,NA,"Eunice","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"27","Flabellina sp.",NA,"Flabellina","Gastropoda","Mollusca",NA,NA,"Flabellina","Gonzalez-Duarte, Manuel M.; Cervera, J. Lucas; Poddubetskaia, Marina",2008,"Description of a new northeastern Atlantic aeolid of the genus Flabellina (Mollusca, Nudibranchia)","BULLETIN OF MARINE SCIENCE",82,"33","39",1,1,0,"Mollusca","Morphological","mtDNA, nuclear (other paper after 2015, Furfaro et al MolPhyl Evol 2018)",2,"Diagnostic","Sympatric",NA,NA,TRUE,NA,NA,"26","1","Atlantic",NA,"Coastal, NA","Coastal","Demersal or benthic","Flabellina sp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Flabellina","Gastropoda","Mollusca",1,NA,NA,NA,NA,NA,NA,"26","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Flabellina","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Mollusca_Gastropoda","Y","B","Y","B",FALSE,TRUE
"28","Geukensia spp.",NA,"Geukensia","Bivalvia","Mollusca",NA,NA,"Geukensia","SARVER, SK; LANDRUM, MC; FOLTZ, DW",1992,"GENETICS AND TAXONOMY OF RIBBED MUSSELS (GEUKENSIA-SPP)","MARINE BIOLOGY",113,"385","390",1,1,0,"Mollusca","Genetic, Morphological","Allozymes",2,"Statistic","Allopatric, Parapatric",NA,NA,TRUE,"223","9","222","9","Atlantic, Pacific, gulf of Mexico",NA,"Planktotroph","Soft sediment, Coastal, Estuarine, salt marsh","Demersal or benthic, Coastal","Geukensia spp.",NA,NA,"Bivalvia","Mollusca","other",NA,NA,NA,"Geukensia","Bivalvia","Mollusca",1,NA,NA,NA,NA,"223","9","222","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, salt marsh,Demersal or benthic, Coastal",TRUE,10,10,"Sediment","Normal",NA,"Demersal or benthic",NA,NA,"Geukensia","Allopatric",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Mollusca_Bivalvia","Y","E","N","N",TRUE,FALSE
"29","Halichoeres spp.",NA,"Halichoeres","Actinopterygii","Chordata",NA,NA,"Halichoeres","Rocha, LA",2004,"Mitochondrial DNA and color pattern variation in three western Atlantic Halichoeres (labridae), with the revalidation of two species","COPEIA",NA,"770","782",1,1,0,"Fish","Genetic, Morphological","mtDNA",4,"Diagnostic","Allopatric",NA,NA,TRUE,"103","7","103","7","Atlantic, Caribbean",NA,"Planktotroph, Pelagic","Coral reef","Demersal or benthic","Halichoeres spp.",NA,NA,"Actinopterygii","Chordata","other",NA,NA,NA,"Halichoeres","Actinopterygii","Chordata",1,NA,NA,NA,NA,"103","7","103","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal","Moderate to high","Demersal or benthic",NA,NA,"Halichoeres","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Chordata_Actinopterygii","Y","E","Y","N",FALSE,FALSE
"30","Halomonhystera spp.",NA,"Halomonhystera","Chromadorea","Nematoda","4/26/2023 4:44:59",202,"Halomonhystera","Lee, MR; Canales-Aguirre, CB; Nunez, D; Perez, K; Hernandez, CE; Brante, A",2017,"The identification of sympatric cryptic free-living nematode species in the Antarctic intertidal","PLOS ONE",12,NA,NA,NA,NA,0,"Nematoda","Genetic, Morphological","other nuclear, 28S,18S",3,"No differentiation","Sympatric","No",NA,NA,"32","3","32","3","Antarctica , Shetland Islands",NA,NA,"Soft sediment, Intertidal or tide pools","Demersal or benthic","Halomonhystera",NA,NA,NA,NA,"other",NA,NA,NA,"Halomonhystera","Chromadorea","Nematoda",4,NA,NA,NA,NA,"32","3","32","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Intertidal or tide pools,Demersal or benthic",TRUE,5,5,"Sediment","Easy",NA,"Demersal or benthic",NA,NA,"Halomonhystera","Sympatric",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Nematoda_Chromadorea","N","I","N","Y",TRUE,TRUE
"31","Holothuria spp.",NA,"Holothuria","Holothuroidea","Echinodermata",NA,NA,"Holothuria","Uthicke, S; O'Hara, TD; Byrne, M",2004,"Species composition and molecular phylogeny of the Indo-Pacific teatfish (Echinodermata : Holothuroidea) beche-de-mer fishery","MARINE AND FRESHWATER RESEARCH",55,"837","848",1,1,0,"Echinodermata","Genetic, Morphological","mtDNA",3,"Diagnostic","Allopatric, Sympatric",NA,NA,TRUE,"20","8",NA,NA,"Indo-Pacific",NA,"Planktotroph","Coral reef","Demersal or benthic","Holothuria spp.",NA,NA,"Holothuroidea","Echinodermata","other",NA,NA,NA,"Holothuria","Holothuroidea","Echinodermata",1,NA,NA,NA,NA,"20","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,NA,"Holothuria","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Echinodermata_Holothuroidea","Y","E","N","N",FALSE,TRUE
