"NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch"
"Starksia lepicoelia","Starksia lepicoelia","Starksia","Actinopterygii","Chordata",NA,NA,"Starksia","Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species","ZOOKEYS",NA,"21","72",3,1,0,"Fish","Genetic, Morphological","mtDNA",6,"Diagnostic","Allopatric",NA,NA,TRUE,"25","5","112","8",NA,NA,"Planktotroph","Coral reef","Demersal or benthic","Starksia lepicoelia","Starksia lepicoelia","Starksia","Actinopterygii","Chordata","other","Starksia lepicoelia",38,1961,"Starksia","Actinopterygii","Chordata",3,1,0,1,1,"25","5","112","8",FALSE,TRUE,TRUE,FALSE,FALSE,2,28.74420929,15.37705474,3205053.053,100,"Starksia lepicoelia","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Starksia sluiteri","Starksia sluiteri","Starksia","Actinopterygii","Chordata",NA,NA,"Starksia","Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species","ZOOKEYS",NA,"21","72",3,1,0,"Fish","Genetic, Morphological","mtDNA",3,"Diagnostic","Allopatric",NA,NA,TRUE,"20","6","52","8",NA,NA,"Planktotroph","Coral reef","Demersal or benthic","Starksia sluiteri","Starksia sluiteri","Starksia","Actinopterygii","Chordata","other","Starksia sluiteri",38,1919,"Starksia","Actinopterygii","Chordata",3,1,0,1,1,"20","6","52","8",FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,"Starksia sluiteri","TRUE","TRUE","mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Stegastes variabilis","Stegastes variabilis","Stegastes","Actinopterygii","Chordata","06/08/2023 21:51",163,"Stegastes","de Souza, AS; Rosa, RD; Soares, RX; de Lima, PA; de Oliveira, C; Shibatta, OA; Molina, WF",2016,"A reappraisal of Stegastes species occurring in the South Atlantic using morphological and molecular data","HELGOLAND MARINE RESEARCH",70,NA,NA,NA,NA,0,"Fish","Genetic, Morphological","mtDNA, other nuclear",2,"Statistic","Allopatric",NA,NA,TRUE,"8","2","8","2","Atlantic, Caribbean",NA,"Planktotroph, Coral reef","Coastal","Coastal","Stegastes variabilis",NA,NA,NA,NA,"other","Stegastes variabilis",39,1855,"Stegastes","Actinopterygii","Chordata",1,1,0,1,1,"8","2","8","2",FALSE,TRUE,TRUE,TRUE,FALSE,3,18.50543806,9.827266899,631733.6795,100,"Stegastes variabilis","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,"","",NA,"Normal",NA,NA,NA
"Stolephorus commersonnii","Stolephorus commersonnii","Stolephorus","Actinopterygii","Chordata","07/08/2023 16:11",176,"Stolephorus","Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,"Multigene barcoding and phylogeny of selected Engraulidae species","MITOCHONDRIAL DNA PART A",30,"548","555",NA,NA,0,"Fish","Genetic","mtDNA",2,NA,"unclear",NA,NA,NA,NA,NA,NA,NA,"indian ocean","The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal","Pelagic","Stolephorus commersonnii",NA,NA,NA,NA,"other","Stolephorus commersonnii",20,1803,"Stolephorus","Actinopterygii","Chordata",5,1,0,1,1,"unclear","unclear",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,234.101667,61.39351667,98935747.13,100,"Stolephorus commersonnii","TRUE","TRUE","mito","",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Stolephorus indicus","Stolephorus indicus","Stolephorus","Actinopterygii","Chordata","07/08/2023 16:11",176,"Stolephorus","Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,"Multigene barcoding and phylogeny of selected Engraulidae species","MITOCHONDRIAL DNA PART A",30,"548","555",NA,NA,0,"Fish","Genetic","mtDNA",4,NA,"unclear",NA,NA,NA,NA,NA,NA,NA,"indian ocean","The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal","Pelagic","Stolephorus indicus",NA,NA,NA,NA,"other","Stolephorus indicus",20,1823,"Stolephorus","Actinopterygii","Chordata",5,1,0,1,1,"unclear","unclear",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,111.7387996,45.526466,43939083.28,100,"Stolephorus indicus","TRUE","TRUE","nuc&mito","",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Stramonita haemastoma","Stramonita haemastoma","Stramonita","Gastropoda","Mollusca",NA,NA,"Stramonita","LIU, LL; FOLTZ, DW; STICKLE, WB",1991,"GENETIC POPULATION-STRUCTURE OF THE SOUTHERN OYSTER DRILL STRAMONITA (= THAIS) HAEMOSTOMA","MARINE BIOLOGY",111,"71","79",1,1,0,"Mollusca","Genetic, Morphological","Allozymes",2,"No differentiation","Allopatric, Parapatric",NA,NA,NA,"963","9","155","5","gulf of Mexico",NA,"Planktotroph","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Stramonita haemastoma","Stramonita haemastoma","Stramonita","Gastropoda","Mollusca","other","Stramonita haemastoma",9,1767,"Stramonita","Gastropoda","Mollusca",1,1,0,1,1,"963","9","155","5",FALSE,TRUE,TRUE,TRUE,FALSE,3,136.1672633,81,196839249.2,100,"Stramonita haemastoma","TRUE","TRUE","nuc&mito","Allopatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment","Easy",NA,"Demersal or benthic",NA
"Streblospio benedicti","Streblospio benedicti","Streblospio","Polychaeta","Annelida",NA,NA,"Streblospio","Schulze, SR; Rice, SA; Simon, JL; Karl, SA",2000,"Evolution of poecilogony and the biogeography of North American populations of the polychaete Streblospio","EVOLUTION",54,"1247","1259",1,1,0,"annelida","Genetic, Morphological, Reproductive","mtDNA",2,"Statistic","Allopatric",NA,NA,TRUE,"88","11","60","11","Atlantic, Pacific, gulf of Mexico",NA,"Planktotroph, Brooding","Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal","Streblospio benedicti","Streblospio benedicti","Streblospio","Polychaeta","Annelida","other","Streblospio benedicti",7,1879,"Streblospio","Polychaeta","Annelida",1,1,0,1,1,"88","11","60","11",FALSE,TRUE,TRUE,TRUE,FALSE,3,140.5715532,30.85918,26919562.09,100,"Streblospio benedicti","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,"10","10","Sediment","Normal","Very low or null","Demersal or benthic",NA
"Pinna (Streptopinna) saccata","Streptopinna saccata","Streptopinna","Bivalvia","Mollusca",NA,NA,"Pinna","Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity","MOLECULAR PHYLOGENETICS AND EVOLUTION",75,"11","23",5,1,0,"Mollusca","Genetic","mtDNA, other nuclear",3,NA,"Allopatric",NA,NA,NA,NA,NA,NA,"8",NA,NA,"Unknown","Soft sediment, Seagrass","Demersal or benthic","Pinna (Streptopinna) saccata","Streptopinna saccata","Streptopinna","Bivalvia","Mollusca","other","Streptopinna saccata",1,1758,"Streptopinna","Bivalvia","Mollusca",5,1,0,1,1,NA,NA,NA,"8",FALSE,TRUE,TRUE,TRUE,FALSE,3,192.3318174,62.33466684,91638331.37,100,"Streptopinna saccata","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,"10","10","Sediment","Normal",NA,"Demersal or benthic",NA
"Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Strongylocentrotus","Echinoidea","Echinodermata","06/06/2023 22:22",165,"Strongylocentrotus","Addisona, JA; Kim, JH",2018,"Cryptic species diversity and reproductive isolation among sympatric lineages of Strongylocentrotus sea urchins in the northwest Atlantic","FACETS",3,"61","78",NA,NA,0,"Echinodermata","Genetic, Ecological","mtDNA, RAD /SNP/-omics (>20 markers)",2,NA,"Parapatric","Yes",NA,TRUE,"60","5",NA,NA,"Atlantic","Depth separation","Planktotroph, Pelagic","Deep sea, Coastal","Demersal or benthic","Strongylocentrotus droebachiensis",NA,NA,NA,NA,"other","Strongylocentrotus droebachiensis",8,1776,"Strongylocentrotus","Echinoidea","Echinodermata",1,1,0,1,1,"60","5",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,2,185.5701738,29.78558186,32774249.17,100,"Strongylocentrotus droebachiensis","TRUE","TRUE","nuc&mito","Paratric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, Coastal,Demersal or benthic",TRUE,"100","100",NA,"Difficult","Moderate to high","Demersal or benthic",NA
"Stylactaria inermis","Stylactis inermis","Stylactis","Hydrozoa","Cnidaria",NA,NA,"Stylactis","Miglietta, Maria Pia; Schuchert, Peter; Cunningham, Clifford W.",2009,"Reconciling genealogical and morphological species in a worldwide study of the Family Hydractiniidae (Cnidaria, Hydrozoa)","ZOOLOGICA SCRIPTA",38,"403","430",4,1,0,"Cnidaria","Genetic","mtDNA, other nuclear",2,NA,"Sympatric",NA,NA,TRUE,NA,NA,NA,NA,"Mediterranean",NA,"Unknown","Rocky shore, Coastal, Intertidal or tide pools, epifauna on other animals, algae","Demersal or benthic, Coastal","Stylactis inermis","Stylactis inermis","Stylactis","Hydrozoa","Cnidaria","other","Stylactis inermis",2,1872,"Stylactis","Hydrozoa","Cnidaria",4,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Stylactis inermis","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, epifauna on other animals, algae,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy",NA,"Demersal or benthic",NA
"Stylocheiron affine","Stylocheiron affine","Stylocheiron","Malacostraca","Arthropoda","6/13/2023 16:49:20",242,"Stylocheiron","Wiebe, PH; Bucklin, A; Kaartvedt, S; Rostad, A; Blanco-Bercial, L",2016,"Vertical distribution and migration of euphausiid species in the Red Sea","JOURNAL OF PLANKTON RESEARCH",38,"888","903",NA,NA,0,"Arthropoda","Genetic, Morphological","mtDNA",2,"Statistic","Allopatric",NA,NA,TRUE,"14","4",NA,NA,"Red Sea, Atlantic Ocean (Sargasso Sea),",NA,"Planktotroph","Coastal, Pelagic","Pelagic","Stylocheiron affine",NA,NA,NA,NA,"other","Stylocheiron affine",12,1910,"Stylocheiron","Malacostraca","Arthropoda",1,1,0,1,1,"14","4",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,246.702744,90.16500092,205693622.3,100,"Stylocheiron affine","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal, Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Stylophora pistillata","Stylophora pistillata","Stylophora","Anthozoa","Cnidaria",NA,NA,"Stylophora","Stefani, Fabrizio; Benzoni, F.; Yang, S. -Y.; Pichon, M.; Galli, P.; Chen, C. A.",2011,"Comparison of morphological and genetic analyses reveals cryptic divergence and morphological plasticity in Stylophora (Cnidaria, Scleractinia)","CORAL REEFS",30,"1033","1049",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, ITS",2,"Statistic","Allopatric",NA,NA,TRUE,"51","6","51","6","Indo-Pacific",NA,"Lecithotrophic","Coral reef","Demersal or benthic","Stylophora pistillata","Stylophora pistillata","Stylophora","Anthozoa","Cnidaria","other","Stylophora pistillata",10,1797,"Stylophora","Anthozoa","Cnidaria",1,1,0,1,1,"51","6","51","6",FALSE,TRUE,TRUE,TRUE,FALSE,3,179.1587067,88.320975,96134573.95,100,"Stylophora pistillata","TRUE","TRUE","nuc&mito","Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Suberites diversicolor","Suberites diversicolor","Suberites","Demospongiae","Porifera",NA,NA,"Suberites","Becking, Leontine E.; Erpenbeck, Dirk; Peijnenburg, Katja T. C. A.; de Voogd, Nicole J.",2013,"Phylogeography of the Sponge Suberites diversicolor in Indonesia: Insights into the Evolution of Marine Lake Populations","PLOS ONE",8,NA,NA,1,1,0,"Porifera","Genetic, Morphological, Ecological","mtDNA, other nuclear, ITS",2,"No differentiation","Sympatric","No",NA,TRUE,"105","10","105","10","Indo-Pacific","Morphological data (spicules and skeletons) are not presented and seem to be in another paper. Paper states that larval type is unknown but that asexual reproduction has been seen.","Lecithotrophic","Coastal, marine lakes","Demersal or benthic, Coastal","Suberites diversicolor","Suberites diversicolor","Suberites","Demospongiae","Porifera","other","Suberites diversicolor",76,2009,"Suberites","Demospongiae","Porifera",1,1,0,1,1,"105","10","105","10",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Suberites diversicolor","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, marine lakes,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Suberites ficus","Suberites ficus","Suberites","Demospongiae","Porifera",NA,NA,"Suberites","SOLECAVA, AM; THORPE, JP",1986,"GENETIC DIFFERENTIATION BETWEEN MORPHOTYPES OF THE MARINE SPONGE SUBERITES-FICUS (DEMOSPONGIAE, HADROMERIDA)","MARINE BIOLOGY",93,"247","253",1,1,0,"Porifera","Genetic, Morphological, Ecological","Allozymes",3,"Diagnostic","Sympatric","Yes",NA,TRUE,"40","1","40","1","Atlantic",NA,"Lecithotrophic","Coastal, shells of bivalves, hermit crabs","Demersal or benthic, Coastal","Suberites ficus","Suberites ficus","Suberites","Demospongiae","Porifera","other","Suberites ficus",76,1842,"Suberites","Demospongiae","Porifera",1,1,0,1,1,"40","1","40","1",FALSE,TRUE,TRUE,FALSE,FALSE,2,170.857524,19.90374,30650049.57,100,"Suberites ficus","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, shells of bivalves, hermit crabs,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Subeucalanus crassus","Subeucalanus crassus","Subeucalanus","Copepoda","Arthropoda",NA,NA,"Subeucalanus","Goetze, Erica; Ohman, Mark D.",2010,"Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",57,"2110","2129",6,1,0,"Arthropoda","Genetic","mtDNA",4,NA,"Allopatric",NA,NA,NA,"56","4",NA,NA,NA,NA,"Planktotroph, pelagic","Pelagic","Pelagic","Subeucalanus crassus","Subeucalanus crassus","Subeucalanus","Copepoda","Arthropoda","other","Subeucalanus crassus",9,1888,"Subeucalanus","Hexanauplia","Arthropoda",6,1,0,1,1,"56","4",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,282.2268906,104.65633,220053138.6,100,"Subeucalanus crassus","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Subeucalanus mucronatus","Subeucalanus mucronatus","Subeucalanus","Copepoda","Arthropoda",NA,NA,"Subeucalanus","Goetze, Erica; Ohman, Mark D.",2010,"Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",57,"2110","2129",6,1,0,"Arthropoda","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"86",NA,NA,NA,NA,NA,"Planktotroph, pelagic","Pelagic","Pelagic","Subeucalanus mucronatus","Subeucalanus mucronatus","Subeucalanus","Copepoda","Arthropoda","other","Subeucalanus mucronatus",9,1888,"Subeucalanus","Hexanauplia","Arthropoda",6,1,0,1,1,"86",NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,282.2170029,93.59999924,132635623.2,100,"Subeucalanus mucronatus","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Subeucalanus pileatus","Subeucalanus pileatus","Subeucalanus","Copepoda","Arthropoda",NA,NA,"Subeucalanus","Goetze, Erica; Ohman, Mark D.",2010,"Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",57,"2110","2129",6,1,0,"Arthropoda","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"204","3",NA,NA,NA,NA,"Planktotroph, pelagic","Pelagic","Pelagic","Subeucalanus pileatus","Subeucalanus pileatus","Subeucalanus","Copepoda","Arthropoda","other","Subeucalanus pileatus",9,1888,"Subeucalanus","Hexanauplia","Arthropoda",6,1,0,1,1,"204","3",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,262.62233,83.0667,123117603.7,100,"Subeucalanus pileatus","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Syllis alternata","Syllis alternata","Syllis","Polychaeta","Annelida",NA,NA,"Syllis","Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,"A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes","PLOS ONE",6,NA,NA,33,1,0,"annelida","Genetic","mtDNA",5,NA,"Sympatric",NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,"Unknown","Coastal","Demersal or benthic","Syllis alternata","Syllis alternata","Syllis","Polychaeta","Annelida","other","Syllis alternata",156,1908,"Syllis","Polychaeta","Annelida",33,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,258.33,73.91,111928273.2,100,"Syllis alternata","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Syllis elongata","Syllis elongata","Syllis","Polychaeta","Annelida",NA,NA,"Syllis","Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,"A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes","PLOS ONE",6,NA,NA,33,1,0,"annelida","Genetic","mtDNA",2,NA,"Sympatric",NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,"Unknown","Coastal","Demersal or benthic","Syllis elongata","Syllis elongata","Syllis","Polychaeta","Annelida","other","Syllis elongata",156,1901,"Syllis","Polychaeta","Annelida",33,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Syllis elongata","TRUE","TRUE","mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Syllis gracilis","Syllis gracilis","Syllis","Polychaeta","Annelida","07/12/2023 20:35",10,"Syllis","Alvarez-Campos, P; Giribet, G; Riesgo, A",2017,"The Syllis gracilis species complex: A molecular approach to a difficult taxonomic problem (Annelida, Syllidae)","MOLECULAR PHYLOGENETICS AND EVOLUTION",109,"138","150",NA,NA,0,"Annelida","Genetic, Morphological","mtDNA, ITS",8,"Diagnostic","Allopatric, Sympatric",NA,NA,TRUE,"61","18","61","18","global",NA,"Planktotroph","Coral reef, Rocky shore, Coastal","Demersal or benthic, Coastal","Syllis gracilis",NA,NA,NA,NA,"other","Syllis gracilis",156,1840,"Syllis","Polychaeta","Annelida",1,1,0,1,1,"61","18","61","18",TRUE,TRUE,TRUE,TRUE,FALSE,4,246.8454689,100.08333,158185949.7,100,"Syllis gracilis","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"10","10","Rocky","Normal",NA,"Demersal or benthic",NA
"Symphurus leucochilus n. sp.","Symphurus leucochilus","Symphurus","Actinopterygii","Chordata",NA,NA,"Symphurus","Lee, M-Y; Munroe, T. A.; Shao, K-T",2014,"Description of a new cryptic, shallow-water tonguefish (Pleuronectiformes: Cynoglossidae: Symphurus) from the western North Pacific Ocean","JOURNAL OF FISH BIOLOGY",85,"563","585",1,1,0,"Fish","Genetic, Morphological","mtDNA",2,"Diagnostic","Sympatric",NA,NA,TRUE,"22","3",NA,NA,"Pacific","Not sure about habitat info","Unknown","Pelagic, Deep sea","Pelagic","Symphurus leucochilus n. sp.","Symphurus leucochilus","Symphurus","Actinopterygii","Chordata","other","Symphurus leucochilus",77,2014,"Symphurus","Actinopterygii","Chordata",1,1,0,1,1,"22","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symphurus leucochilus","TRUE","TRUE","mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Deep sea,Pelagic",FALSE,"1000","1000",NA,"Difficult","High","Pelagic",NA
"Symphurus thermophilus","Symphurus thermophilus","Symphurus","Actinopterygii","Chordata",NA,NA,"Symphurus","Tunnicliffe, Verena; Koop, Ben F.; Tyler, Jennifer; So, Stacy",2010,"Flatfish at seamount hydrothermal vents show strong genetic divergence between volcanic arcs","MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE",31,"158","167",1,1,0,"Fish","Genetic, Morphological, Ecological","mtDNA",2,"Statistic","Allopatric","No",NA,TRUE,"46","7","46","7","Indo-Pacific","larval info not given","Planktotroph, Demersal or benthic","Deep sea, hydrothermal vents","Demersal or benthic","Symphurus thermophilus","Symphurus thermophilus","Symphurus","Actinopterygii","Chordata","other","Symphurus thermophilus",77,2008,"Symphurus","Actinopterygii","Chordata",1,1,0,1,1,"46","7","46","7",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Symphurus thermophilus","TRUE","TRUE","mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, hydrothermal vents,Demersal or benthic",TRUE,"100","100",NA,"Difficult",NA,"Demersal or benthic",NA
