NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,Group_survey,MainDataType,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,SpeciesName,KeepFATE,gs,yearb,Nb_CScomplex_inArticle,nb_RemainingArticles,nb_RemovedArticles,nb_art,nb_Articles_per_sp,orig_Nig,orig_Nsg,orig_Nim,orig_Nsm,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,NbSitesUsed_r100,SimplifiedName,ncbi,mito,dna,Geo_diff,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,noNeedTaxonSearch,genus,genusBC,Geo_dif3,symp,sympara,allop,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric
Phymactis papillosa,Phymactis papillosa,Phymactis,Anthozoa,Cnidaria,Phymactis,"Gomes, Paula Braga; Schama, Renata; Sole-Cava, Antonio Mateo",2012,"Molecular and morphological evidence that Phymactis papillosa from Argentina is, in fact, a new species of the genus Bunodosoma (Cnidaria: Actiniidae)",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,92,895,910,Cnidaria,"Genetic, Morphological","Allozymes, ITS",2,Diagnostic,Allopatric,NA,NA,TRUE,49,3,49,3,"Pacific, Atlantic",NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Phymactis papillosa,other,6,1830,1,1,0,1,1,49,3,49,3,FALSE,FALSE,TRUE,TRUE,FALSE,2,100,Phymactis papillosa,TRUE,FALSE,nuc,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,Phymactis,Phymactis,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cnidaria_Anthozoa,Y,E,N,N,FALSE,FALSE
Physalia physalis,Physalia physalis,Physalia,Hydrozoa,Cnidaria,Physalia,"Pontin, D. R.; Cruickshank, R. H.",2012,Molecular phylogenetics of the genus Physalia (Cnidaria: Siphonophora) in New Zealand coastal waters reveals cryptic diversity,HYDROBIOLOGIA,686,91,105,Cnidaria,"Genetic, Morphological","mtDNA, ITS",3,No differentiation,Sympatric,NA,NA,TRUE,55,13,55,13,Indo-Pacific,larval information not given,"Planktotroph, pelagic",Pelagic,Pelagic,Physalia physalis,other,1,1758,1,1,0,1,1,55,13,55,13,FALSE,TRUE,TRUE,TRUE,TRUE,4,100,Physalia physalis,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Physalia,Physalia,Sympatric,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Cnidaria_Hydrozoa,N,E,N,N,TRUE,TRUE
Pinna muricata,Pinna muricata,Pinna,Bivalvia,Mollusca,Pinna,"Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity",MOLECULAR PHYLOGENETICS AND EVOLUTION,75,11,23,Mollusca,Genetic,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,Tropical,NA,Planktotroph,"Soft sediment, Seagrass",Demersal or benthic,Pinna muricata,other,27,1758,5,1,0,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,100,Pinna muricata,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Pinna,Pinna,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,FALSE
Cerithideopsilla alata,Pirenella alata,Pirenella,Gastropoda,Mollusca,Pirenella,"Ozawa, Tomowo; Yin, Wei; Fu, Cuizhang; Claremont, Martine; Smith, Lisa; Reid, David G.",2015,Allopatry and overlap in a clade of snails from mangroves and mud flats in the Indo-West Pacific and Mediterranean (Gastropoda: Potamididae: Cerithideopsilla),BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,114,212,228,Mollusca,Genetic,"mtDNA, other nuclear",16,NA,"Allopatric, Sympatric, Parapatric",NA,NA,TRUE,377,51,NA,NA,Indo-Pacific,NA,Planktotroph,"Soft sediment, Coastal, mangrove","Demersal or benthic, Coastal",Pirenella alata,other,16,1849,1,1,0,1,1,377,51,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Pirenella alata,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, mangrove,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Pirenella,Cerithideopsilla,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE
Plakina trilopha,Plakina trilopha,Plakina,Homoscleromorpha,Porifera,Plakina,"Muricy, G; SoleCava, AM; Thorpe, JP; BouryEsnault, N",1996,Genetic evidence for extensive cryptic speciation in the subtidal sponge Plakina trilopha (Porifera: Demospongiae: Homoscleromorpha) from the Western Mediterranean,MARINE ECOLOGY PROGRESS SERIES,138,181,187,Porifera,"Genetic, Morphological",Allozymes,4,Diagnostic,"Allopatric, Sympatric",NA,NA,TRUE,32,NA,16,8,NA,NA,Lecithotrophic,caves,Demersal or benthic,Plakina trilopha,other,41,1880,1,1,0,1,1,32,NA,16,8,FALSE,TRUE,TRUE,TRUE,TRUE,4,NA,Plakina trilopha,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"caves,Demersal or benthic",TRUE,1,NA,Inaccessible,NA,Demersal or benthic,NA,Plakina,Plakina,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Porifera_Homoscleromorpha,Y,E,N,N,FALSE,TRUE
Plakobranchus ocellatus,Plakobranchus ocellatus,Plakobranchus,Gastropoda,Mollusca,Plakobranchus,"Mehrotra, R; Gutierrez, MC; Scott, CM; Arnold, S; Monchanin, C; Chavanich, S",2020,"On the Plakobranchidae (Gastropoda, Sacoglossa) from soft sediment habitats of Koh Tao, Gulf of Thailand, with descriptions of two new species",ZOOKEYS,NA,85,121,Mollusca,"Genetic, Morphological","mtDNA, other nuclear, Histone H3 (OK varies apparently)",NA,NA,NA,NA,NA,NA,36,11,36,11,"Thailand, Indo-Pacific Ocean (Gulf of Thailand, south China Sea)",NA,Planktotroph,"Soft sediment, shallow (1-25 m sampling)","Demersal or benthic, Coastal",Plakobranchus ocellatus,other,3,1824,2,1,0,1,1,36,11,36,11,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Plakobranchus ocellatus,TRUE,TRUE,nuc&mito,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, shallow (1-25 m sampling),Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Plakobranchus,Plakobranchus,NA,FALSE,FALSE,FALSE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,NA
Platorchestia parapacifica n. sp.,Platorchestia parapacifica,Platorchestia,Malacostraca,Arthropoda,Platorchestia,"Kim, Min-Seop; Jung, Jae-Ho; Min, Gi-Sik",2013,"A NEW BEACH-HOPPER, PLATORCHESTIA PARAPACIFICA N. SP (AMPHIPODA: TALITRIDAE), FROM SOUTH KOREA, WITH MOLECULAR PHYLOGENY OF THE GENUS PLATORCHESTIA",JOURNAL OF CRUSTACEAN BIOLOGY,33,828,842,Arthropoda,"Genetic, Morphological",mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,18,11,18,11,Pacific,NA,"Direct development, Brooding","Coastal, beach (supralittoral)","Demersal or benthic, Coastal",Platorchestia parapacifica n. sp.,other,14,2013,1,1,0,1,1,18,11,18,11,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Platorchestia parapacifica,TRUE,TRUE,mito,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, beach (supralittoral),Demersal or benthic, Coastal",TRUE,25,NA,Average,Very low or null,Demersal or benthic,NA,Platorchestia,Platorchestia,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE
Platycephalus indicus,Platycephalus indicus,Platycephalus,Actinopterygii,Chordata,Platycephalus,"Puckridge, Melody; Andreakis, Nikos; Appleyard, Sharon A.; Ward, Robert D.",2013,Cryptic diversity in flathead fishes (Scorpaeniformes: Platycephalidae) across the Indo-West Pacific uncovered by DNA barcoding,MOLECULAR ECOLOGY RESOURCES,13,32,42,Fish,Genetic,mtDNA,8,NA,Allopatric,NA,NA,NA,36,8,NA,NA,NA,"No information on morphology in this paper, but I do not know if this information exists.","Planktotroph, Pelagic",Soft sediment,Demersal or benthic,Platycephalus indicus,other,19,1758,1,1,0,1,1,36,8,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Platycephalus indicus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,Moderate to high,Demersal or benthic,NA,Platycephalus,Platycephalus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Platynereis australis,Platynereis australis,Platynereis,Polychaeta,Annelida,Platynereis,"Kara, J; Santos, CSG; Macdonald, AHH; Simon, CA",2020,Resolving the taxonomic identities and genetic structure of two cryptic Platynereis Kinberg species from South Africa,INVERTEBRATE SYSTEMATICS,34,618,636,Annelida,Genetic,"mtDNA, ITS",2,NA,Allopatric,NA,NA,NA,51,12,NA,NA,Indo-Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Platynereis australis,other,32,1861,2,1,0,1,1,51,12,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Platynereis australis,TRUE,FALSE,nuc,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,Platynereis,Platynereis,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE
Platynereis bicanaliculata,Platynereis bicanaliculata,Platynereis,Polychaeta,Annelida,Platynereis,"Amiri, S; Mostafavi, PG; Nabavi, MB; Shahhosseini, MH",2020,"DNA barcoding of Nereididae polychaetes based on COI gene barcoding in intertidal shores of Bushehr and Bandar Abbas provinces, Iran",IRANIAN JOURNAL OF FISHERIES SCIENCES,19,1193,1213,Annelida,Genetic,mtDNA,5,NA,Sympatric,NA,NA,NA,21,4,NA,NA,persian gulf,NA,Planktotroph,"Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Platynereis bicanaliculata,other,32,1863,2,1,0,1,1,21,4,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,2,100,Platynereis bicanaliculata,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,NA,Demersal or benthic,NA,Platynereis,Platynereis,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE
Platynereis dumerilii,Platynereis dumerilii,Platynereis,Polychaeta,Annelida,Platynereis,"Kara, J; Santos, CSG; Macdonald, AHH; Simon, CA",2020,Resolving the taxonomic identities and genetic structure of two cryptic Platynereis Kinberg species from South Africa,INVERTEBRATE SYSTEMATICS,34,618,636,Annelida,Genetic,"mtDNA, ITS",2,NA,Allopatric,NA,NA,NA,76,18,NA,NA,"mediterranean, atlantic",NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Platynereis dumerilii,other,32,1833,2,1,0,1,1,76,18,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Platynereis dumerilii,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,Platynereis,Platynereis,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE
Plectropomus leopardus,Plectropomus leopardus,Plectropomus,Actinopterygii,Chordata,Plectropomus,Cai Xiaopeng; Qu Meng; Ding Shaoxiong; Wang Hangjun; Wang Hongjie; Hu Luyi; Su Yongquan,2013,Differentiation of coral trout (Plectropomus leopardus) based on an analysis of morphology and complete mitochondrial DNA: Are cryptic species present?,ACTA OCEANOLOGICA SINICA,32,40,46,Fish,"Genetic, Morphological",mtDNA,2,Diagnostic,Allopatric,NA,NA,TRUE,22,3,22,3,Indo-Pacific,NA,"Planktotroph, pelagic",Coral reef,Demersal or benthic,Plectropomus leopardus,other,7,1802,1,1,0,1,1,22,3,22,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Plectropomus leopardus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,NA,Plectropomus,Plectropomus,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,FALSE
Pleuromamma piseki,Pleuromamma piseki,Pleuromamma,Copepoda,Arthropoda,Pleuromamma,"Halbert, Kristin M. K.; Goetze, Erica; Carlon, David B.",2013,High Cryptic Diversity across the Global Range of the Migratory Planktonic Copepods Pleuromamma piseki and P. gracilis,PLOS ONE,8,NA,NA,Arthropoda,"Genetic, Morphological",mtDNA,12,Statistic,"Allopatric, Sympatric",NA,NA,TRUE,199,32,199,32,"Atlantic, Indo-Pacific",NA,"Pelagic, Direct development",Pelagic,Pelagic,Pleuromamma piseki,other,9,1929,1,1,0,1,1,199,32,199,32,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Pleuromamma piseki,TRUE,TRUE,mito,"Sympatric, Allopatric",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Pleuromamma,Pleuromamma,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE
Plexaura kuna,Plexaura kuna,Plexaura,Anthozoa,Cnidaria,Plexaura,"Lasker, HR; Kim, K; Coffroth, MA",1996,"Reproductive and genetic variation among Caribbean gorgonians: The differentiation of Plexaura kuna, new species",Bulletin of Marine Science,58,277,288,Cnidaria,"Genetic, Morphological, Reproductive",RAPD,2,Statistic,Sympatric,NA,NA,TRUE,NA,7,NA,7,Caribbean,NA,Lecithotrophic,Coral reef,Demersal or benthic,Plexaura kuna,other,26,1996,1,1,0,1,1,NA,7,NA,7,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,Plexaura kuna,TRUE,TRUE,nuc&mito,Sympatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Plexaura,Plexaura,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,TRUE
Plumularia floridana,Plumularia floridana,Plumularia,Hydrozoa,Cnidaria,Plumularia,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,4,NA,unclear,NA,NA,NA,15,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,Coastal,Demersal or benthic,Plumularia floridana,other,95,1900,29,1,0,1,1,15,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Plumularia floridana,TRUE,TRUE,mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Plumularia,Plumularia,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Monotheca margaretta,Plumularia margaretta,Plumularia,Hydrozoa,Cnidaria,Monotheca,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,3,NA,unclear,NA,NA,NA,17,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,"Coastal, epiphytic on Sargassum",Demersal or benthic,Monotheca margaretta,other,95,1900,29,1,0,1,1,17,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Plumularia margaretta,TRUE,TRUE,nuc&mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, epiphytic on Sargassum,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Plumularia,Monotheca,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Monotheca obliqua,Plumularia obliqua,Plumularia,Hydrozoa,Cnidaria,Monotheca,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,3,NA,unclear,NA,NA,NA,17,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,Coastal,Demersal or benthic,Monotheca obliqua,other,95,1847,29,1,0,1,1,17,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Plumularia obliqua,TRUE,TRUE,nuc&mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Plumularia,Monotheca,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Plumularia setaceoides,Plumularia setaceoides,Plumularia,Hydrozoa,Cnidaria,Plumularia,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,2,NA,unclear,NA,NA,NA,6,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,Coastal,Demersal or benthic,Plumularia setaceoides,other,95,1882,29,1,0,1,1,6,unclear,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,NA,Plumularia setaceoides,TRUE,TRUE,nuc&mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Plumularia,Plumularia,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Plumularia strictocarpa,Plumularia strictocarpa,Plumularia,Hydrozoa,Cnidaria,Plumularia,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,2,NA,unclear,NA,NA,NA,13,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,"Coastal, epiphytic on Sargassum",Demersal or benthic,Plumularia strictocarpa,other,95,1893,29,1,0,1,1,13,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Plumularia strictocarpa,TRUE,TRUE,nuc&mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, epiphytic on Sargassum,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Plumularia,Plumularia,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Pollicipes pollicipes,Pollicipes pollicipes,Pollicipes,Thecostraca,Arthropoda,Pollicipes,"Quinteiro, Javier; Rodriguez-Castro, Jorge; Lopez, Pedro; Lopez-Jurado, Luis F.; Gonzalez-Henriquez, Nieves; Rey-Mendez, Manuel",2011,Morphological and molecular characterization of a new species of Atlantic stalked barnacle (Scalpelliformes: Pollicipedidae) from the Cape Verde Islands,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,91,1537,1545,Arthropoda,"Genetic, Morphological","mtDNA, other nuclear, ITS",2,Statistic,Allopatric,NA,NA,TRUE,20,2,20,2,Atlantic,NA,"Planktotroph, Pelagic","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Pollicipes pollicipes,other,4,1792,1,1,0,1,1,20,2,20,2,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Pollicipes pollicipes,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Moderate to high,Demersal or benthic,NA,Pollicipes,Pollicipes,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,FALSE
Polybranchia orientalis,Polybranchia orientalis,Polybranchia,Gastropoda,Mollusca,Polybranchia,"Medrano, S; Krug, PJ; Gosliner, TM; Kumar, AB; Valdes, A",2019,"Systematics of Polybranchia Pease, 1860 (Mollusca: Gastropoda: Sacoglossa) based on molecular and morphological data",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,186,76,115,Mollusca,"Genetic, Morphological","mtDNA, other nuclear",7,NA,"Allopatric, Sympatric",NA,NA,TRUE,33,10,33,10,"World, Red Sea, Pacific, Indian, Atlantic Ocean",some cases of ecological differentiation (seem feed dif algae) but alsos ome on same algae... in sympatry maybe.,Unknown,Coastal,"Demersal or benthic, feed on algae",Polybranchia orientalis,other,9,1858,1,1,0,1,1,33,>10,33,>10,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,Polybranchia orientalis,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, feed on algae",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Polybranchia,Polybranchia,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE
Polycera quadrilineata,Polycera quadrilineata,Polycera,Gastropoda,Mollusca,Polycera,"Sorensen, CG; Rauch, C; Pola, M; Malaquias, MAE",2020,Integrative taxonomy reveals a cryptic species of the nudibranch genusPolycera(Polyceridae) in European waters,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,100,733,752,Mollusca,"Genetic, Morphological",mtDNA,2,Diagnostic,Sympatric,NA,NA,TRUE,81,27,69,23,Atlantic,NA,Planktotroph,"Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Polycera quadrilineata,other,32,1776,1,1,0,1,1,81,27,69,23,FALSE,TRUE,FALSE,TRUE,FALSE,2,100,Polycera quadrilineata,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,NA,Accessible,NA,Demersal or benthic,NA,Polycera,Polycera,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE
