Species	Phylum	IsInSurvey	year
Loxocythere_variasculpta	Arthropoda	No	NA
Spiophanes_similis	Annelida	No	2005
Hexacorbula_esmeralda	Mollusca	No	NA
Comanthus_kumi	EchiNodermata	No	2012
Heteropora_pacifica	Bryozoa	No	1933
Doliolina_(Doliolinetta)_separata	Chordata	No	NA
Galatheascus_babai	Arthropoda	No	1985
Iolaea_amicalis	Mollusca	No	NA
Tenagodus_senegalensis	Mollusca	No	NA
Alabina_telamon	Mollusca	No	1963
Janirella_(Parjanirella)_quadrituberculata	Arthropoda	No	NA
Cystiscus_flindersi	Mollusca	No	NA
Nanaphora_apexcrassum	Mollusca	No	NA
Chrysogorgia_upsilonia	Cnidaria	No	2015
Dysidea_cachui	Porifera	No	2006
Calaxius_poupini	Arthropoda	No	2016
Rogneda_amai	Platyhelminthes	No	1976
Hysterothylacium_chrysostomi	Nematoda	No	1990
Sphaerosyllis_tetralobata	Annelida	No	2016
ChiroNomus_(MicrochiroNomus)_deribae	Arthropoda	No	NA
Diaperoecia_vancouverensis	Bryozoa	No	NA
Rathkea_hyalina	Cnidaria	No	NA
HymeNops_perspicillatus	Chordata	No	NA
Caribboecetes_guitarti	Arthropoda	No	NA
Pseudonebularia_atjehensis	Mollusca	No	NA
Fridericia_galba	Annelida	No	NA
Monanchora_megasigmifera	Porifera	No	2018
Rhyssoplax_bednalli	Mollusca	No	NA
Scyphoproctus_bifidus	Annelida	No	NA
Nassarius_polistes	Mollusca	No	NA
Jocullianassa_matzi	Arthropoda	No	NA
Catherinum_frillosum	Arthropoda	No	NA
Kadosactis_sulcata	Cnidaria	No	NA
Rhachotropis_integricauda	Arthropoda	No	NA
Tryphosella_angulata	Arthropoda	No	NA
Notopterophorus_papilio	Arthropoda	No	NA
Tetranchyroderma_hystrix	Gastrotricha	No	NA
Ameira_pusilla	Arthropoda	No	1903
Daptonema_elegans	Nematoda	No	NA
Myxaster_sol	EchiNodermata	No	1885
Paracucumaria_thalassae	EchiNodermata	No	1969
Sclerolinum_contortum	Annelida	No	2000
Axinella_pseudominuta	Porifera	No	1993
Hymedesmia_(Hymedesmia)_similis	Porifera	No	NA
Hymedesmia_(Hymedesmia)_veneta	Porifera	No	NA
Geodia_Nodastrella	Porifera	No	1876
Poecillastra_rudiastra	Porifera	No	1983
Styraconyx_sargassi	Tardigrada	No	1942
Styraconyx_tyrrhenus	Tardigrada	No	1989
Raphitoma_pseudohystrix	Mollusca	No	NA
Thordisa_filix	Mollusca	No	1951
Aplysiopsis_elegans	Mollusca	No	1839
Haploposthia_brunea	Xenacoelomorpha	No	NA
AdeNopharynx_mitrabursalis	Platyhelminthes	No	1972
TrigoNostomum_mirabile	Platyhelminthes	No	1892
CoelogyNopora_hamulis	Platyhelminthes	No	1980
Scatella_(Scatella)_stagnalis	Arthropoda	No	NA
Neohaustorius_biarticulatus	Arthropoda	No	NA
Calliotropis_regalis	Mollusca	No	NA
Desmoscolex_frigidus	Nematoda	No	1978
Leucandra_crustacea	Porifera	No	NA
Fasciospongia_euplectella	Porifera	No	NA
Cerbaris_curvisclera	Porifera	No	1958
Hymeniacidon_glabrata	Porifera	No	1954
Haliclona_(Haliclona)_epiphytica	Porifera	No	NA
Oceanapia_seychellensis	Porifera	No	NA
Acarnus_bicladotylotus	Porifera	No	1981
Clathria_(Thalysias)_robusta	Porifera	No	NA
EchiNochalina_(EchiNochalina)_australiensis	Porifera	No	NA
Mycale_(Carmia)_nullarosette	Porifera	No	NA
Kirkpatrickia_spiculophila	Porifera	No	1932
Plakina_corticioides	Porifera	No	1976
Hyalonema_(Hyalonema)_keianum	Porifera	No	NA
Tuberarcturus_cactiformis	Arthropoda	No	NA
Cyclaspis_reticulata	Arthropoda	No	NA
Cyclaspoides_pellucidus	Arthropoda	No	NA
Gaussicuma_dufresnae	Arthropoda	No	1999
Diaphana_anderssoni	Mollusca	No	NA
Spondylus_limbatus	Mollusca	No	NA
Apogon_spongicolus	Chordata	No	NA
Lumbrineris_cavifrons	Annelida	No	NA
Cyphocarcinus_capreolus	Arthropoda	No	NA
Ampelisca_natalensis	Arthropoda	No	NA
Australerythrops_paradicei	Arthropoda	No	1928
PhaNoderma_speculum	Nematoda	No	1955
Theristus_filicaudatus	Nematoda	No	1959
Forcepia_(Leptolabis)_brunnea	Porifera	No	NA
Tanystylum_occidentalis	Arthropoda	No	NA
Colossendeis_geoffroyi	Arthropoda	No	NA
Goniadopsis_agnesiae	Annelida	No	NA
Metandrocarpa_agitata	Chordata	No	1985
Neodistoma_mammillatum	Chordata	No	1990
Parathelges_foliatus	Arthropoda	No	1972
Eurydice_barnardi	Arthropoda	No	1996
Synidotea_pettiboneae	Arthropoda	No	1947
Mesosignum_magnadens	Arthropoda	No	1967
Cryptocotitus_acus	Arthropoda	No	1977
Mixarcturus_abNormis	Arthropoda	No	NA
Jaera_(Jaera)_istri	Arthropoda	No	NA
GymNothorax_nuttingi	Chordata	No	NA
Dolichopteryx_anascopa	Chordata	No	NA
Canthigaster_investigatoris	Chordata	No	NA
Barathrodemus_nasutus	Chordata	No	NA
Paracentropogon_zonatus	Chordata	No	NA
Hapalogenys_sennin	Chordata	No	2005
Pseudoliparis_amblystomopsis	Chordata	No	NA
Anthosactis_epizoica	Cnidaria	No	NA
Chondrophellia_africana	Cnidaria	No	NA
Eirene_troglodyta	Cnidaria	No	1998
Leptogorgia_fasciculata	Cnidaria	No	NA
Sarcophyton_spiNospiculatum	Cnidaria	No	1991
Lobophytum_planum	Cnidaria	No	1970
Chromonephthea_singularis	Cnidaria	No	2005
Syndactylactis_inermis	Cnidaria	No	NA
Scutellidium_sarsi	Arthropoda	No	NA
Opistognathus_smithvanizi	Chordata	No	2003
Cyproniscus_decemspiNosus	Arthropoda	No	1972
Aaptos_laxosuberites	Porifera	No	NA
Eusyllis_spirocirrata	Annelida	No	1959
Loimia_decora	Annelida	No	NA
Petaloproctus_cirratus	Annelida	No	1937
PrioNospio_nielseni	Annelida	No	1991
Typosyllis_(Typosyllis)_horrocksensis	Annelida	No	NA
Gyptis_pacificus	Annelida	No	NA
ParapioNosyllis_paucicirra	Annelida	No	NA
Octopus_ochotensis	Mollusca	No	NA
Sepia_peterseni	Mollusca	No	1886
Angursa_lanceolata	Tardigrada	No	1981
Anisonyches_diakidius	Tardigrada	No	1975
Caligus_mutabilis	Arthropoda	No	1905
Caligus_penrithi	Arthropoda	No	1973
Aethon_percis	Arthropoda	No	NA
Pontellopsis_laminata	Arthropoda	No	NA
Encentrum_ussuriensis	Rotifera	No	2006
Cheiraster_(Cheiraster)_capillatus	EchiNodermata	No	NA
Lucilina_fortilirata	Mollusca	No	NA
Solen_pseudolinearis	Mollusca	No	2002
Sicyonia_abathophila	Arthropoda	No	2003
Pseudochromis_madagascariensis	Chordata	No	2004
ANoplonida_cracentis	Arthropoda	No	1996
Munidopsis_verrucosus	Arthropoda	Yes	1973
Aseraggodes_corymbus	Chordata	No	2007
Cuspidaria_convexa	Mollusca	No	1911
Cardiomya_surinamensis	Mollusca	No	1971
Solen_gaudichaudi	Mollusca	No	NA
Charitodoron_agulhasensis	Mollusca	No	NA
Triphora_hebes	Mollusca	No	NA
Polycera_odhneri	Mollusca	No	1955
Elasmopus_lemaitrei	Arthropoda	No	1994
Gemellipora_limbata	Bryozoa	No	1873
Paronesimoides_lignivorus	Arthropoda	No	NA
Triprotella_amica	Arthropoda	No	NA
Crassispira_epicasta	Mollusca	No	NA
Syntomodrillia_vitrea	Mollusca	No	1971
Ethusa_philippinensis	Arthropoda	No	1983
Philyra_corallicola	Arthropoda	No	NA
Callinectes_toxotes	Arthropoda	No	1863
Cerithium_balletoni	Mollusca	No	2009
SteNosoma_appendiculatum	Arthropoda	No	NA
Parupeneus_seychellensis	Chordata	No	NA
Bathydrilus_parkeri	Annelida	No	1991
Epimeria_semiarmata	Arthropoda	No	NA
Indocrassatella_natalensis	Mollusca	No	NA
Talabrica_angustior	Mollusca	No	NA
Gari_panamensis	Mollusca	No	NA
Synalpheus_dominicensis	Arthropoda	No	1949
Sarcophyton_minusculum	Cnidaria	No	2009
Polycera_tricolor	Mollusca	No	NA
Pleurocryptella_laevis	Arthropoda	No	NA
Caecum_someri	Mollusca	No	NA
Calliostoma_Nordenskjoldi	Mollusca	No	NA
Mysella_casta	Mollusca	No	NA
Tritoniopsis_frydis	Mollusca	No	NA
Dulichiella_anisochir	Arthropoda	No	NA
Westwoodilla_rectangulata	Arthropoda	No	NA
Pseudharpinia_abyssalis	Arthropoda	No	NA
Glabrotelson_scheibeli	Arthropoda	No	NA
Phakettia_domantayi	Porifera	No	NA
Pseudodysponetus_fragmentosus	Annelida	No	2009
Marsteinia_parasimilis	Arthropoda	No	NA
Eunice_tovarae	Annelida	No	2011
Coriareus_vitreus	Mollusca	No	NA
Pteria_saltata	Mollusca	No	NA
Planaxis_suturalis	Mollusca	No	1872
Syllis_deleoni	Annelida	No	2012
Cafius_mutatus	Arthropoda	No	1868
Psammolyce_horsti	Annelida	No	1997
Punctacteon_kirai	Mollusca	No	NA
Daphnia_catawba	Arthropoda	No	NA
Dasyhelea_(Pseudoculicoides)_turficola	Arthropoda	No	NA
Scaphella_gaudiati	Mollusca	No	2001
HamiNoea_tenera	Mollusca	No	NA
Nemoceratina_(Pariceratina)_liebaui	Arthropoda	No	NA
Halirages_helgae	Arthropoda	No	2014
Orchomenella_denticulata	Arthropoda	No	1995
Lissodrillia_verrillii	Mollusca	No	NA
Alderina_irregularis	Bryozoa	No	NA
Sphaerotylus_strobilis	Porifera	No	2017
Hyattella_sinchangensis	Porifera	No	2014
Paraopisthosyllis_fusigera	Annelida	No	NA
Psammocinia_alba	Porifera	No	2017
Vitrinella_vitrea	Mollusca	No	NA
Epizoanthus_gorgonus	Cnidaria	No	2019
Microdeutopus_similis	Arthropoda	No	1977
Turbanella_plana	Gastrotricha	No	NA
Neotonchus_cuanensis	Nematoda	No	NA
Paradraconema_spiNosum	Nematoda	No	1978
Pilargis_papillata	Annelida	No	1973
Trichogypsia_villosa	Porifera	No	1871
Spongia_conus	Porifera	No	NA
Higginsia_mediterranea	Porifera	No	1978
Spongosorites_topsenti	Porifera	No	1905
Lernanthropus_micropterygis	Arthropoda	No	1884
Skenea_pelagia	Mollusca	No	1987
Parahaplogonaria_maxima	Xenacoelomorpha	No	NA
EumecyNostomum_westbladi	Xenacoelomorpha	No	NA
Bathymacrostomum_spirale	Platyhelminthes	No	1977
Carcharodorhynchus_subterraneus	Platyhelminthes	No	NA
Westbladiella_angulifera	Platyhelminthes	No	1954
Lecane_nana	Rotifera	No	NA
Ophelia_verrilli	Annelida	No	1987
Quadricoma_pontica	Nematoda	No	1973
Haliclona_(Soestella)_luciensis	Porifera	No	NA
Neofibularia_chinensis	Porifera	No	1982
Mycale_(Paresperella)_psila	Porifera	No	NA
Aaptos_niger	Porifera	No	1981
Homaxinella_brevistyla	Porifera	No	1981
Holascus_euonyx	Porifera	No	1915
Galeopsis_bullatus	Bryozoa	No	1993
Praxillella_abyssorum	Annelida	No	NA
Ascothorax_gigas	Arthropoda	No	NA
Antarcturus_Nonatoi	Arthropoda	No	1997
Artacama_crassa	Annelida	No	1967
Amblyeleotris_delicatulus	Chordata	No	NA
Celleporaria_vermiformis	Bryozoa	No	NA
Thuridilla_picta	Mollusca	No	NA
Amblyops_antarcticus	Arthropoda	No	1955
Pseudomma_omoi	Arthropoda	No	1957
Metadasynemella_elegans	Nematoda	No	NA
Rhynchothorax_barnardi	Arthropoda	No	NA
Ophiophyllum_borbonica	EchiNodermata	No	1984
Oxyrhynchaxius_manningi	Arthropoda	No	2000
Alloeocarpa_affinis	Chordata	No	1921
Herdmania_mirabilis	Chordata	No	NA
Cirolana_latistylis	Arthropoda	No	NA
Albunione_australiana	Arthropoda	No	1999
Annina_kumari	Arthropoda	No	1971
Calasellus_longus	Arthropoda	No	1981
Chauliodoniscus_elevatus	Arthropoda	No	1962
Neastacilla_magellanica	Arthropoda	No	NA
Orthione_furcata	Arthropoda	No	NA
Coeloplana_scaberiae	CteNophora	No	NA
Bathyraja_peruana	Chordata	No	NA
Bathyraja_trachouros	Chordata	No	NA
Gigantactis_golovani	Chordata	No	1981
Palutrus_pruiNosa	Chordata	No	NA
Crassinarke_dormitor	Chordata	No	NA
Corynactis_globulifera	Cnidaria	No	NA
Macrorhynchia_mulderi	Cnidaria	No	NA
Hebella_contorta	Cnidaria	No	NA
Pteroeides_sagamiense	Cnidaria	No	NA
Lemnalia_benayahui	Cnidaria	No	1982
Lobophyllia_serrata	Cnidaria	No	2000
Lobophytum_jasparsi	Cnidaria	No	1999
Dendronephthya_coronata	Cnidaria	No	NA
Dendronephthya_rubeola	Cnidaria	No	1909
Clymenella_complanata	Annelida	No	1969
BayerpolyNoe_floridensis	Annelida	No	1991
Haplosyllis_anthogorgicola	Annelida	No	1956
Hydroides_heterofurcata	Annelida	No	1971
Neobylgides_scotiensis	Annelida	No	1993
Nereis_caymanensis	Annelida	No	1977
Nereis_pseudomoniliformis	Annelida	No	2003
Notomastus_(Notomastus)_soNorae	Annelida	No	NA
Sphaerosyllis_sexpapillata	Annelida	No	1979
AreNosetella_tricornis	Arthropoda	No	1987
Caligus_epinepheli	Arthropoda	No	1936
Kelleria_rubimaculata	Arthropoda	No	1952
Oligoxylora_cooksoni	Arthropoda	No	1988
Psyllocamptus_quinquiespiNosus	Arthropoda	No	1970
Afrolaophonte_brevipes	Arthropoda	No	NA
Lepeophtheirus_rhiNobati	Arthropoda	No	1999
Paraheterorhabdus_illgi	Arthropoda	No	2000
Bathynarius_pacificus	Arthropoda	No	1993
Cystisoma_gershwinae	Arthropoda	No	2003
Heterokrohnia_wishnerae	Chaetognatha	No	NA
Pickfordiateuthis_bayeri	Mollusca	No	2001
Gliactis_crassa	Cnidaria	No	NA
Triphora_calva	Mollusca	No	1991
Ithycythara_chechoi	Mollusca	No	NA
Paradoxostoma_pequegnati	Arthropoda	No	1971
Gnathophyllum_circellum	Arthropoda	No	1963
Verrucaprella_gracilispina	Arthropoda	No	1995
Crassicorophium_clarencense	Arthropoda	No	NA
GymNobela_dubia	Mollusca	No	NA
Leucosyrinx_turritus	Mollusca	No	NA
Marita_iNornata	Mollusca	No	NA
Eriphia_squamata	Arthropoda	No	1859
LophopaNopeus_leucomanus	Arthropoda	No	NA
Pinnixa_scamit	Arthropoda	No	1994
CoNomitra_lindae	Mollusca	No	1987
Erylus_geodiformis	Porifera	No	NA
Belonectes_stoddarti	Arthropoda	No	2009
Macrosarisa_fahrbachi	Arthropoda	No	2010
Macroscapha_falcis	Arthropoda	No	2010
Selenaria_varians	Bryozoa	No	1987
Smittina_insulata	Bryozoa	No	1990
Tubificoides_dukei	Annelida	No	NA
Beauchampiola_arctica	Platyhelminthes	No	NA
Aoroides_curvipes	Arthropoda	No	2004
Anachis_lentigiNosa	Mollusca	No	NA
Alpheus_williamsi	Arthropoda	No	1994
Eualus_gracilirostris	Arthropoda	No	NA
Latreutes_pristis	Arthropoda	No	NA
Helicogorgia_flagellata	Cnidaria	No	NA
Synaptula_maculata	EchiNodermata	No	NA
Trachythyone_peruana	EchiNodermata	No	NA
Penares_hongdoensis	Porifera	No	2009
Eulima_inconspicua	Mollusca	No	NA
Melanella_roegerae	Mollusca	No	NA
Metula_inflata	Mollusca	No	NA
Eatoniella_ansonae	Mollusca	No	NA
Geodia_microspiNosa	Porifera	No	NA
Felimare_fontandraui	Mollusca	No	NA
Nanuca_sebastiani	Mollusca	No	NA
Prachynella_shijiki	Arthropoda	No	2012
Stomatolina_rufescens	Mollusca	No	NA
GoNodactylellus_barberi	Arthropoda	No	2007
Chevalia_marajoara	Arthropoda	No	2010
Melithaea_biserialis	Cnidaria	No	NA
Opisthodonta_luquei	Annelida	No	NA
Debroyerella_solidus	Arthropoda	No	NA
Ophichthus_machidai	Chordata	No	2012
Cabillus_pexus	Chordata	No	2013
Neostygarctus_lovedeluxe	Tardigrada	No	2013
Acropora_ornata	Cnidaria	No	NA
Troglochaetus_simplex	Annelida	No	NA
Meiodrilus_gracilis	Annelida	No	NA
Scalicus_amiscus	Chordata	No	NA
Hebella_pygmaea	Cnidaria	No	NA
Plenaster_craigi	Porifera	No	2017
Syllis_aNoculata	Annelida	No	NA
Johnstonia_duplicata	Annelida	No	1993
Podabacia_elegans	Cnidaria	No	NA
Sige_parvicirra	Annelida	No	NA
Tubicolixa_rapax	Arthropoda	No	NA
Porites_cocosensis	Cnidaria	No	1950
Munidopsis_polymorpha	Arthropoda	No	1892
Zaus_aurelii	Arthropoda	No	1884
Thalestris_frigida	Arthropoda	No	NA
Bedotella_armata	Cnidaria	No	NA
Neochromadora_coudenhovei	Nematoda	No	1956
EuNoe_senta	Annelida	No	NA
Ircinia_retidermata	Porifera	No	1981
Rhabderemia_profunda	Porifera	No	1994
Cladorhiza_tenuisigma	Porifera	No	1905
Hymetrochota_rotula	Porifera	No	1904
Raiarctus_aureolatus	Tardigrada	No	1981
Convoluta_uljanini	Xenacoelomorpha	No	NA
Proporus_minimus	Xenacoelomorpha	No	NA
Cryptocelis_alba	Platyhelminthes	No	1880
ZoNorhynchus_salinus	Platyhelminthes	No	1952
PhoNorhynchus_pernix	Platyhelminthes	No	1959
Psammopolycystis_falcata	Platyhelminthes	No	1956
Spongia_(Spongia)_lobosa	Porifera	No	NA
SmeNospongia_musicalis	Porifera	No	NA
Higginsia_higgini	Porifera	No	1922
Haliclona_sorongae	Porifera	No	1934
Esperiopsis_plumosa	Porifera	No	1965
Forcepia_(Forcepia)_fabricans	Porifera	No	NA
Lissodendoryx_(Lissodendoryx)_laxa	Porifera	No	NA
Spirastrella_punctulata	Porifera	No	1884
Timea_bioxyasterina	Porifera	No	2004
Sulcastrella_tenens	Porifera	No	NA
Geyserius_leuconiformis	Arthropoda	No	NA
Scherocumella_vieta	Arthropoda	No	NA
Lybia_leptochelis	Arthropoda	No	NA
Galathea_longimana	Arthropoda	No	1875
Cypridina_serrata	Arthropoda	No	NA
CeNometra_emendatrix	EchiNodermata	No	NA
Comesoma_tenuispiculum	Nematoda	No	1954
Ctenyura_intermedia	Chordata	No	1918
Polycarpa_thelyphanes	Chordata	No	NA
Pseudodistoma_michaelseni	Chordata	No	1968
Eophrixus_kuboi	Arthropoda	No	NA
Aspidarachna_carinata	Arthropoda	No	1963
ReNocila_thresherorum	Arthropoda	No	1980
Heptanthura_tuberculata	Arthropoda	No	NA
Raja_herwigi	Chordata	No	NA
CoryphaeNoides_camurus	Chordata	No	NA
Thryssa_polybranchialis	Chordata	No	NA
Cocotropus_echinatus	Chordata	No	NA
Congiopodus_kieneri	Chordata	No	NA
Kuronezumia_macronema	Chordata	No	NA
Meiacanthus_limbatus	Chordata	No	NA
ParaNotothenia_dewitti	Chordata	No	1990
Halophryne_hutchinsi	Chordata	No	1998
Telmatactis_devisi	Cnidaria	No	NA
Candelabrum_peNola	Cnidaria	No	NA
Halecium_kofoidi	Cnidaria	No	1902
Orchistomella_tentaculata	Cnidaria	No	NA
Plumularia_caulitheca	Cnidaria	No	NA
Subergorgia_nuttingi	Cnidaria	No	NA
Dendronephthya_acaulis	Cnidaria	No	1906
Halisiphonia_nana	Cnidaria	No	1921
Pacifigorgia_elegans	Cnidaria	No	NA
Tegastes_fernandici	Arthropoda	No	1979
Cymodoce_fuscina	Arthropoda	No	2005
DiNophilus_gardineri	Annelida	No	1900
Flabelligella_mexicana	Annelida	No	1972
Flabelligena_amoureuxi	Annelida	No	2001
Levinsenia_kirbyae	Annelida	No	2002
Nereis_(Neanthes)_mancorae	Annelida	No	NA
Oriopsis_anneae	Annelida	No	1994
Praxillura_maculata	Annelida	No	1923
Sthenelais_aNocula	Annelida	No	1973
Syllides_papillosa	Annelida	No	1960
Brania_jonssonii	Annelida	No	NA
EuNoe_etheridgei	Annelida	No	NA
Lumbrineris_similabris	Annelida	No	NA
Neanthes_indica	Annelida	No	NA
Novafabricia_infratorquata	Annelida	No	NA
Phrixometra_exigua	EchiNodermata	No	NA
Haploniscus_cassilatus	Arthropoda	No	2008
Haploniscus_kyrbasia	Arthropoda	No	2008
Nasomolgus_firmus	Arthropoda	No	1967
Rhynchochondria_longa	Arthropoda	No	1967
Spaniomolgus_compositus	Arthropoda	No	NA
Paracomantenna_wishnerae	Arthropoda	No	1995
Ambilimbus_spinulosus	Arthropoda	No	NA
Catapaguroides_iejimensis	Arthropoda	No	2004
Paguristes_zebra	Arthropoda	No	1995
Henricia_ohshimai	EchiNodermata	No	NA
Pasiphaea_mclaughlinae	Arthropoda	No	2006
Propontocypris_sahrhagei	Arthropoda	No	1988
Eumunida_similior	Arthropoda	No	1990
Uroptychus_sibogae	Arthropoda	No	1933
Thylakogaster_namibiensis	Arthropoda	No	2009
Metacrinus_Nodosus	EchiNodermata	No	1884
Sacculina_boschmai	Arthropoda	No	1955
Haustorius_mexicanus	Arthropoda	No	2001
Antedon_nuttingi	EchiNodermata	No	NA
Hindsiclava_hertleini	Mollusca	No	1969
Spirotropis_patagonica	Mollusca	No	NA
Neorhynchoplax_aspinifera	Arthropoda	No	NA
Pleistacantha_pungens	Arthropoda	No	NA
Latirus_pulleini	Mollusca	No	NA
Hypselodoris_bertschi	Mollusca	No	1999
Mungava_intermedia	Arthropoda	No	NA
Caudites_obliquecostatus	Arthropoda	No	NA
Duplorbis_smithi	Arthropoda	No	1923
Crisidia_delicatissima	Bryozoa	No	2000
Cellarinella_weddelli	Bryozoa	No	2000
Thalamoporella_indica	Bryozoa	No	NA
Quadriscutella_papillata	Bryozoa	No	1993
Grania_integra	Annelida	No	1997
Grania_longiducta	Annelida	No	NA
Coronhelmis_subtilis	Platyhelminthes	No	2008
Nematocarcinus_poupini	Arthropoda	No	2007
Synalpheus_lophodactylus	Arthropoda	No	1908
Lissosabinea_arthuri	Arthropoda	No	2009
Socarnes_septimus	Arthropoda	No	NA
Pseudothyone_levini	EchiNodermata	No	2001
Ithycythara_rubricata	Mollusca	No	NA
Neoacasta_laevigata	Arthropoda	No	NA
PlaNoscalpellum_hexagonum	Arthropoda	No	NA
Phyllodoce_cortezi	Annelida	No	NA
Otukaia_kiheiziebisu	Mollusca	No	NA
Harpinia_pico	Arthropoda	No	2007
Gordania_minima	Arthropoda	No	NA
Cosmiometra_iole	EchiNodermata	No	1950
Nipponnemertes_fernaldi	Nemertea	No	2001
Triphora_vanduzeei	Mollusca	No	NA
XeNophora_minuta	Mollusca	No	1986
Daphnella_capensis	Mollusca	No	NA
Molgula_elva	Chordata	No	2008
Polinices_sagamiensis	Mollusca	No	NA
Dipolydora_capensis	Annelida	No	NA
Favartia_eastorum	Mollusca	No	NA
Brachyrhynchoides_triplostylis	Platyhelminthes	No	2013
Nassarius_dorsuosus	Mollusca	No	NA
Colomastix_lecroyae	Arthropoda	No	2012
Ensayara_lozaNoi	Arthropoda	No	2012
Serratina_pristis	Mollusca	No	NA
Osedax_crouchi	Annelida	No	2014
Nassarius_pictus	Mollusca	No	NA
Orchomenella_macrophthalma	Arthropoda	No	NA
Pseudobiceros_mikros	Platyhelminthes	No	1997
Camilohelleria_manteri	Arthropoda	No	NA
Hyattella_sumsangiensis	Porifera	No	2015
Abyssocladia_polycephalus	Porifera	No	2016
Plakortis_symbiotica	Porifera	No	2016
Oswaldella_blanconae	Cnidaria	No	2017
Ceratopera_rugata	Platyhelminthes	No	NA
Ekmania_diomedeae	EchiNodermata	No	1915
Gazia_ancheidos	Arthropoda	No	1916
Photis_posterolobus	Arthropoda	No	2019
SteNothoe_antennulariae	Arthropoda	No	NA
Dolichodasys_carolinensis	Gastrotricha	No	NA
Pseudolaophonte_glemareci	Arthropoda	No	1977
Dactylopusia_neglecta	Arthropoda	No	NA
NanNoniscus_aequiremus	Arthropoda	No	1916
Paramysis_(Metamysis)_ullskyi	Arthropoda	No	NA
Chromadorita_demaniana	Nematoda	No	1922
MoNoposthia_arctica	Nematoda	No	1954
Tricoma_bergensis	Nematoda	No	NA
Daptonema_planiere	Nematoda	No	1970
ENoplus_striatus	Nematoda	No	1863
Pareurystomina_parapugetensis	Nematoda	No	1970
Crambe_tailliezi	Porifera	No	1982
Idas_modiolaeformis	Mollusca	No	NA
Diascorhynchus_glandulosus	Platyhelminthes	No	NA
PhoNorhynchella_biarcuata	Platyhelminthes	No	1956
EktoNodiastylis_robusta	Arthropoda	No	2000
Viscosia_profunda	Nematoda	No	NA
Mesopodopsis_africana	Arthropoda	No	1952
Antarctonemertes_belgica	Nemertea	No	NA
Leucandra_anfracta	Porifera	No	1908
AmorphiNopsis_sacciformis	Porifera	No	1900
Spongosorites_lapidiformis	Porifera	No	1905
Topsentia_bahamensis	Porifera	No	1993
Haliclona_simplicissima	Porifera	No	NA
Clathria_(Clathria)_maeandrina	Porifera	No	NA
Clathria_(Clathria)_plurityla	Porifera	No	NA
Clathria_(Microciona)_microjoanna	Porifera	No	NA
PrimNoella_kukenthali	Cnidaria	No	NA
Desmoxya_pelagiae	Porifera	No	2005
Margarella_bouvetia	Mollusca	No	1951
Pista_foliigera	Annelida	No	1915
Miophrixus_latreutidis	Arthropoda	No	1955
Janice_spinidactyla	Arthropoda	No	1973
PrioNomysis_australiensis	Arthropoda	No	1990
Taphromysis_villalobosi	Arthropoda	No	1988
Prooncholaimus_hastatus	Nematoda	No	1967
ChoNothea_verrucosa	Arthropoda	No	NA
Achelia_simplissima	Arthropoda	No	NA
Eurycyde_unispina	Arthropoda	No	NA
Goniada_multichevronata	Annelida	No	NA
Goniopsis_pelii	Arthropoda	No	NA
Ophiopsila_multispina	EchiNodermata	No	1930
Didemnum_rottnesti	Chordata	No	1962
Dendrobeania_flustroides	Bryozoa	No	NA
Cnemidaster_squameus	EchiNodermata	No	NA
Baeonectes_improvisus	Arthropoda	No	1982
Ianiropsis_kincaidi	Arthropoda	No	1904
Exosphaeroma_studeri	Arthropoda	No	1914
Corallana_furcilla	Arthropoda	No	1955
GNorimosphaeroma_paradoxa	Arthropoda	No	1988
Austrognathia_australiensis	Gnathostomulida	No	2001
Vampyrognathia_horribilis	Gnathostomulida	No	1998
Eustomias_melaNonema	Chordata	No	NA
SymphysaNodon_parini	Chordata	No	2005
Nemipterus_vitiensis	Chordata	No	1990
Paraphellia_sanzoi	Cnidaria	No	NA
Eugymnanthea_psammobionta	Cnidaria	No	NA
Eudendrium_distichum	Cnidaria	No	NA
Nemertesia_belini	Cnidaria	Yes	1916
Acanthogorgia_fusca	Cnidaria	No	1912
Cavernularia_dedeckeri	Cnidaria	No	1989
Minabea_phalloides	Cnidaria	No	NA
Gyrostoma_inequale	Cnidaria	No	NA
Berkeleyia_profunda	Annelida	No	1971
Eunice_collini	Annelida	No	1906
Exogone_remanei	Annelida	No	1966
Maldane_philippinensis	Annelida	No	1931
Malmgreniella_murrayensis	Annelida	No	1993
Ophelia_kirkegaardi	Annelida	No	1977
Mooreonuphis_dangrigae	Annelida	No	NA
Cadulus_minusculus	Mollusca	No	1889
Amallothrix_aspiNosa	Arthropoda	No	NA
Lichomolgus_indicus	Arthropoda	No	1962
Halicyclops_caneki	Arthropoda	No	NA
Odontomolgus_rhadinus	Arthropoda	No	NA
Tomopagurus_rubropunctatus	Arthropoda	No	1893
Phorbas_tailliezi	Porifera	No	2008
Clibanarius_snelliusi	Arthropoda	No	NA
Myersinella_longiforceps	Rotifera	No	2007
Grania_stephensoniana	Annelida	No	1997
Balinella_yucatanensis	Arthropoda	No	2006
Ophioprium_permixta	EchiNodermata	No	NA
Photostomias_atrox	Chordata	No	NA
Gnathia_antonbruunae	Arthropoda	No	2009
Burhinus_oedicnemus	Chordata	No	NA
Bemlos_sanmartini	Arthropoda	No	NA
Axianassa_arenaria	Arthropoda	No	1990
Conus_stanfieldi	Mollusca	No	1993
